Journey_ID,Journey_Date,Departure_Time,Arrival_Time,Actual_Arrival_Time,Reason_for_Delay,Duration_Time,Delay_Period,journey_key
6924,2024-01-26,16:00:00,16:30:00,16:30:00,No Delay,30.0,0.0,2024-01-26_16:00:00
6925,2024-01-27,13:15:00,14:35:00,14:35:00,No Delay,80.0,0.0,2024-01-27_13:15:00
6926,2024-01-26,16:30:00,18:00:00,18:00:00,No Delay,90.0,0.0,2024-01-26_16:30:00
6927,2024-02-04,13:30:00,14:00:00,14:00:00,No Delay,30.0,0.0,2024-02-04_13:30:00
6928,2024-01-26,16:30:00,18:45:00,18:45:00,No Delay,135.0,0.0,2024-01-26_16:30:00
6929,2024-01-27,13:30:00,14:00:00,14:00:00,No Delay,30.0,0.0,2024-01-27_13:30:00
6930,2024-01-26,15:30:00,19:50:00,20:07:00,Staffing,260.0,17.0,2024-01-26_15:30:00
6931,2024-01-26,15:30:00,19:50:00,20:07:00,Staffing,260.0,17.0,2024-01-26_15:30:00
6932,2024-01-26,15:30:00,17:20:00,17:22:00,Staffing,110.0,2.0,2024-01-26_15:30:00
6933,2024-01-27,13:30:00,14:50:00,14:50:00,No Delay,80.0,0.0,2024-01-27_13:30:00
6934,2024-01-27,13:45:00,16:00:00,16:00:00,No Delay,135.0,0.0,2024-01-27_13:45:00
6935,2024-02-04,13:45:00,14:45:00,14:45:00,No Delay,60.0,0.0,2024-02-04_13:45:00
6936,2024-01-27,13:45:00,15:00:00,15:00:00,No Delay,75.0,0.0,2024-01-27_13:45:00
6937,2024-01-27,13:45:00,14:45:00,14:45:00,No Delay,60.0,0.0,2024-01-27_13:45:00
6938,2024-01-27,13:45:00,14:30:00,14:30:00,No Delay,45.0,0.0,2024-01-27_13:45:00
6939,2024-01-26,17:00:00,18:00:00,18:00:00,No Delay,60.0,0.0,2024-01-26_17:00:00
6940,2024-01-27,14:15:00,16:05:00,16:05:00,No Delay,110.0,0.0,2024-01-27_14:15:00
6941,2024-01-26,17:15:00,19:05:00,19:05:00,No Delay,110.0,0.0,2024-01-26_17:15:00
6942,2024-01-26,17:15:00,17:40:00,17:40:00,No Delay,25.0,0.0,2024-01-26_17:15:00
6943,2024-01-26,17:15:00,19:05:00,19:05:00,No Delay,110.0,0.0,2024-01-26_17:15:00
6944,2024-01-26,17:45:00,18:15:00,18:15:00,Weather Conditions,30.0,0.0,2024-01-26_17:45:00
6945,2024-01-27,14:30:00,15:30:00,15:30:00,No Delay,60.0,0.0,2024-01-27_14:30:00
6946,2024-01-26,17:45:00,19:05:00,19:05:00,Staffing,80.0,0.0,2024-01-26_17:45:00
6947,2024-01-27,15:00:00,16:20:00,16:20:00,Signal Failure,80.0,0.0,2024-01-27_15:00:00
6948,2024-01-27,15:30:00,16:50:00,16:50:00,No Delay,80.0,0.0,2024-01-27_15:30:00
6949,2024-01-26,18:30:00,19:30:00,19:30:00,No Delay,60.0,0.0,2024-01-26_18:30:00
6950,2024-01-26,17:30:00,19:20:00,19:26:00,Technical Issue,110.0,6.0,2024-01-26_17:30:00
6951,2024-01-27,15:30:00,16:00:00,16:00:00,No Delay,30.0,0.0,2024-01-27_15:30:00
6952,2024-01-26,18:30:00,19:30:00,19:30:00,No Delay,60.0,0.0,2024-01-26_18:30:00
6953,2024-01-27,15:45:00,17:35:00,17:35:00,No Delay,110.0,0.0,2024-01-27_15:45:00
6954,2024-01-26,18:45:00,20:05:00,20:05:00,No Delay,80.0,0.0,2024-01-26_18:45:00
6955,2024-01-26,18:45:00,19:05:00,19:05:00,No Delay,20.0,0.0,2024-01-26_18:45:00
6956,2024-01-27,14:45:00,15:15:00,15:15:00,No Delay,30.0,0.0,2024-01-27_14:45:00
6957,2024-01-26,18:45:00,19:45:00,19:45:00,No Delay,60.0,0.0,2024-01-26_18:45:00
6958,2024-01-26,18:45:00,19:20:00,19:20:00,No Delay,35.0,0.0,2024-01-26_18:45:00
6959,2024-01-26,18:45:00,20:05:00,20:05:00,No Delay,80.0,0.0,2024-01-26_18:45:00
6960,2024-01-27,16:00:00,17:20:00,17:20:00,No Delay,80.0,0.0,2024-01-27_16:00:00
6961,2024-01-27,16:00:00,17:20:00,17:20:00,No Delay,80.0,0.0,2024-01-27_16:00:00
6962,2024-01-27,16:00:00,17:50:00,17:50:00,No Delay,110.0,0.0,2024-01-27_16:00:00
6963,2024-02-02,16:00:00,17:20:00,17:56:00,Signal failure,80.0,36.0,2024-02-02_16:00:00
6964,2024-01-27,16:00:00,17:20:00,17:20:00,No Delay,80.0,0.0,2024-01-27_16:00:00
6965,2024-01-26,19:00:00,20:30:00,20:30:00,No Delay,90.0,0.0,2024-01-26_19:00:00
6966,2024-01-27,16:15:00,18:05:00,18:05:00,No Delay,110.0,0.0,2024-01-27_16:15:00
6967,2024-01-27,16:15:00,17:35:00,17:35:00,No Delay,80.0,0.0,2024-01-27_16:15:00
6968,2024-01-27,16:15:00,17:35:00,17:35:00,No Delay,80.0,0.0,2024-01-27_16:15:00
6969,2024-01-27,16:30:00,17:50:00,17:50:00,Weather,80.0,0.0,2024-01-27_16:30:00
6970,2024-01-26,18:45:00,19:45:00,19:45:00,No Delay,60.0,0.0,2024-01-26_18:45:00
6971,2024-01-26,18:45:00,19:45:00,19:45:00,No Delay,60.0,0.0,2024-01-26_18:45:00
6972,2024-01-27,17:00:00,18:20:00,18:20:00,No Delay,80.0,0.0,2024-01-27_17:00:00
6973,2024-01-26,20:00:00,21:00:00,21:00:00,Technical Issue,60.0,0.0,2024-01-26_20:00:00
6974,2024-01-26,20:00:00,21:00:00,21:00:00,Technical Issue,60.0,0.0,2024-01-26_20:00:00
6975,2024-01-27,17:00:00,17:30:00,17:30:00,No Delay,30.0,0.0,2024-01-27_17:00:00
6976,2024-01-27,17:00:00,19:15:00,19:15:00,No Delay,135.0,0.0,2024-01-27_17:00:00
6977,2024-01-26,20:00:00,21:00:00,21:00:00,Technical Issue,60.0,0.0,2024-01-26_20:00:00
6978,2024-01-27,17:00:00,19:15:00,19:15:00,No Delay,135.0,0.0,2024-01-27_17:00:00
6979,2024-01-27,17:15:00,18:45:00,18:45:00,No Delay,90.0,0.0,2024-01-27_17:15:00
6980,2024-01-27,18:45:00,19:15:00,19:15:00,No Delay,30.0,0.0,2024-01-27_18:45:00
6981,2024-01-27,18:45:00,19:45:00,19:45:00,No Delay,60.0,0.0,2024-01-27_18:45:00
6982,2024-01-27,17:45:00,19:05:00,19:05:00,No Delay,80.0,0.0,2024-01-27_17:45:00
6983,2024-01-27,18:45:00,19:15:00,19:15:00,No Delay,30.0,0.0,2024-01-27_18:45:00
6984,2024-01-27,18:00:00,19:20:00,19:20:00,No Delay,80.0,0.0,2024-01-27_18:00:00
6985,2024-01-27,18:00:00,18:30:00,18:30:00,No Delay,30.0,0.0,2024-01-27_18:00:00
6986,2024-01-26,21:00:00,22:20:00,22:20:00,No Delay,80.0,0.0,2024-01-26_21:00:00
6987,2024-01-27,17:45:00,18:15:00,18:15:00,Staff Shortage,30.0,0.0,2024-01-27_17:45:00
6988,2024-01-27,17:45:00,18:15:00,18:15:00,Staff Shortage,30.0,0.0,2024-01-27_17:45:00
6989,2024-01-27,18:15:00,19:35:00,19:35:00,No Delay,80.0,0.0,2024-01-27_18:15:00
6990,2024-01-26,21:30:00,22:00:00,22:00:00,No Delay,30.0,0.0,2024-01-26_21:30:00
6991,2024-01-27,18:30:00,19:00:00,19:00:00,No Delay,30.0,0.0,2024-01-27_18:30:00
6992,2024-02-05,18:30:00,19:00:00,19:00:00,No Delay,30.0,0.0,2024-02-05_18:30:00
6993,2024-01-27,18:45:00,20:05:00,20:05:00,No Delay,80.0,0.0,2024-01-27_18:45:00
6994,2024-01-27,18:45:00,20:05:00,20:05:00,No Delay,80.0,0.0,2024-01-27_18:45:00
6995,2024-01-27,18:45:00,20:05:00,20:05:00,No Delay,80.0,0.0,2024-01-27_18:45:00
6996,2024-01-27,18:45:00,19:05:00,19:05:00,No Delay,20.0,0.0,2024-01-27_18:45:00
6997,2024-01-27,18:45:00,19:00:00,19:00:00,No Delay,15.0,0.0,2024-01-27_18:45:00
6998,2024-01-27,18:45:00,19:05:00,19:05:00,No Delay,20.0,0.0,2024-01-27_18:45:00
6999,2024-01-27,18:45:00,20:05:00,20:05:00,No Delay,80.0,0.0,2024-01-27_18:45:00
7000,2024-01-27,18:45:00,20:05:00,20:05:00,No Delay,80.0,0.0,2024-01-27_18:45:00
7001,2024-01-27,18:45:00,20:05:00,20:05:00,No Delay,80.0,0.0,2024-01-27_18:45:00
7002,2024-01-27,18:45:00,19:05:00,19:05:00,No Delay,20.0,0.0,2024-01-27_18:45:00
7003,2024-01-27,17:45:00,18:30:00,18:30:00,No Delay,45.0,0.0,2024-01-27_17:45:00
7004,2024-01-26,22:00:00,23:20:00,23:20:00,No Delay,80.0,0.0,2024-01-26_22:00:00
7005,2024-01-26,22:00:00,23:20:00,23:20:00,No Delay,80.0,0.0,2024-01-26_22:00:00
7006,2024-01-26,22:00:00,23:20:00,23:20:00,No Delay,80.0,0.0,2024-01-26_22:00:00
7007,2024-01-27,17:45:00,18:45:00,18:45:00,No Delay,60.0,0.0,2024-01-27_17:45:00
7008,2024-01-27,17:45:00,18:15:00,18:15:00,No Delay,30.0,0.0,2024-01-27_17:45:00
7009,2024-02-08,17:45:00,18:15:00,18:15:00,No Delay,30.0,0.0,2024-02-08_17:45:00
7010,2024-01-26,22:00:00,23:50:00,23:50:00,No Delay,110.0,0.0,2024-01-26_22:00:00
7011,2024-01-26,22:15:00,23:35:00,23:35:00,No Delay,80.0,0.0,2024-01-26_22:15:00
7012,2024-02-08,19:15:00,19:45:00,19:45:00,No Delay,30.0,0.0,2024-02-08_19:15:00
7013,2024-01-27,19:15:00,19:45:00,19:45:00,No Delay,30.0,0.0,2024-01-27_19:15:00
7014,2024-01-27,19:15:00,19:45:00,19:45:00,No Delay,30.0,0.0,2024-01-27_19:15:00
7015,2024-01-26,22:15:00,00:05:00,00:05:00,No Delay,-1330.0,0.0,2024-01-26_22:15:00
7016,2024-01-26,22:15:00,00:05:00,00:05:00,No Delay,-1330.0,0.0,2024-01-26_22:15:00
7017,2024-01-27,20:00:00,21:00:00,21:00:00,No Delay,60.0,0.0,2024-01-27_20:00:00
7018,2024-01-27,20:00:00,21:20:00,21:20:00,No Delay,80.0,0.0,2024-01-27_20:00:00
7019,2024-01-27,20:00:00,21:00:00,21:00:00,No Delay,60.0,0.0,2024-01-27_20:00:00
7020,2024-01-27,20:15:00,20:45:00,20:45:00,No Delay,30.0,0.0,2024-01-27_20:15:00
7021,2024-01-27,20:30:00,21:00:00,21:00:00,No Delay,30.0,0.0,2024-01-27_20:30:00
7022,2024-01-27,00:00:00,00:30:00,00:30:00,No Delay,30.0,0.0,2024-01-27_00:00:00
7023,2024-01-27,00:30:00,02:20:00,02:20:00,No Delay,110.0,0.0,2024-01-27_00:30:00
7024,2024-01-27,00:30:00,01:50:00,01:50:00,No Delay,80.0,0.0,2024-01-27_00:30:00
7025,2024-01-27,01:00:00,01:30:00,01:30:00,No Delay,30.0,0.0,2024-01-27_01:00:00
7026,2024-01-27,22:00:00,23:00:00,23:00:00,No Delay,60.0,0.0,2024-01-27_22:00:00
7027,2024-01-27,22:00:00,23:20:00,23:20:00,No Delay,80.0,0.0,2024-01-27_22:00:00
7028,2024-01-27,22:15:00,00:05:00,00:05:00,No Delay,-1330.0,0.0,2024-01-27_22:15:00
7029,2024-01-27,22:15:00,00:05:00,00:05:00,No Delay,-1330.0,0.0,2024-01-27_22:15:00
7030,2024-01-28,22:30:00,00:00:00,00:00:00,No Delay,-1350.0,0.0,2024-01-28_22:30:00
7031,2024-01-27,22:30:00,23:45:00,23:45:00,No Delay,75.0,0.0,2024-01-27_22:30:00
7032,2024-01-28,22:30:00,00:00:00,00:00:00,No Delay,-1350.0,0.0,2024-01-28_22:30:00
7033,2024-01-28,22:30:00,00:20:00,00:20:00,No Delay,-1330.0,0.0,2024-01-28_22:30:00
7034,2024-01-27,01:45:00,04:00:00,04:00:00,No Delay,135.0,0.0,2024-01-27_01:45:00
7035,2024-01-29,16:00:00,20:20:00,20:20:00,No Delay,260.0,0.0,2024-01-29_16:00:00
7036,2024-01-27,01:45:00,02:35:00,02:35:00,No Delay,50.0,0.0,2024-01-27_01:45:00
7037,2024-01-27,02:00:00,02:30:00,02:30:00,No Delay,30.0,0.0,2024-01-27_02:00:00
7038,2024-01-27,02:15:00,03:35:00,03:35:00,No Delay,80.0,0.0,2024-01-27_02:15:00
7039,2024-01-27,02:15:00,02:45:00,02:45:00,No Delay,30.0,0.0,2024-01-27_02:15:00
7040,2024-01-28,23:30:00,00:30:00,00:30:00,No Delay,-1380.0,0.0,2024-01-28_23:30:00
7041,2024-01-27,23:30:00,01:45:00,01:45:00,No Delay,-1305.0,0.0,2024-01-27_23:30:00
7042,2024-01-28,23:45:00,00:35:00,00:35:00,No Delay,-1390.0,0.0,2024-01-28_23:45:00
7043,2024-01-27,23:45:00,01:05:00,01:05:00,No Delay,-1360.0,0.0,2024-01-27_23:45:00
7044,2024-01-27,02:45:00,04:35:00,04:35:00,No Delay,110.0,0.0,2024-01-27_02:45:00
7045,2024-01-28,00:00:00,01:50:00,01:50:00,No Delay,110.0,0.0,2024-01-28_00:00:00
7046,2024-01-28,00:15:00,02:05:00,02:05:00,No Delay,110.0,0.0,2024-01-28_00:15:00
7047,2024-01-28,00:30:00,01:00:00,01:00:00,No Delay,30.0,0.0,2024-01-28_00:30:00
7048,2024-01-28,00:30:00,02:20:00,02:20:00,No Delay,110.0,0.0,2024-01-28_00:30:00
7049,2024-02-05,01:00:00,01:30:00,01:30:00,No Delay,30.0,0.0,2024-02-05_01:00:00
7050,2024-01-27,04:00:00,05:50:00,05:50:00,No Delay,110.0,0.0,2024-01-27_04:00:00
7051,2024-01-27,04:15:00,04:45:00,04:45:00,No Delay,30.0,0.0,2024-01-27_04:15:00
7052,2024-01-28,01:30:00,02:50:00,02:50:00,No Delay,80.0,0.0,2024-01-28_01:30:00
7053,2024-01-28,01:30:00,02:00:00,02:00:00,No Delay,30.0,0.0,2024-01-28_01:30:00
7054,2024-01-27,04:30:00,05:50:00,05:50:00,No Delay,80.0,0.0,2024-01-27_04:30:00
7055,2024-01-28,01:45:00,03:05:00,03:05:00,No Delay,80.0,0.0,2024-01-28_01:45:00
7056,2024-01-27,05:00:00,05:30:00,05:30:00,No Delay,30.0,0.0,2024-01-27_05:00:00
7057,2024-01-27,05:00:00,06:50:00,06:50:00,No Delay,110.0,0.0,2024-01-27_05:00:00
7058,2024-01-28,02:00:00,03:00:00,03:00:00,No Delay,60.0,0.0,2024-01-28_02:00:00
7059,2024-01-27,05:45:00,06:45:00,06:45:00,No Delay,60.0,0.0,2024-01-27_05:45:00
7060,2024-01-28,02:45:00,04:35:00,04:35:00,No Delay,110.0,0.0,2024-01-28_02:45:00
7061,2024-01-28,02:45:00,03:15:00,03:15:00,Weather Conditions,30.0,0.0,2024-01-28_02:45:00
7062,2024-01-28,02:45:00,04:35:00,04:35:00,No Delay,110.0,0.0,2024-01-28_02:45:00
7063,2024-01-27,06:00:00,06:30:00,06:30:00,No Delay,30.0,0.0,2024-01-27_06:00:00
7064,2024-01-27,06:00:00,06:30:00,06:30:00,No Delay,30.0,0.0,2024-01-27_06:00:00
7065,2024-01-27,06:15:00,07:35:00,07:35:00,No Delay,80.0,0.0,2024-01-27_06:15:00
7066,2024-01-27,06:15:00,07:15:00,07:15:00,No Delay,60.0,0.0,2024-01-27_06:15:00
7067,2024-01-27,06:30:00,07:00:00,07:45:00,Weather,30.0,45.0,2024-01-27_06:30:00
7068,2024-01-27,06:30:00,07:50:00,07:50:00,No Delay,80.0,0.0,2024-01-27_06:30:00
7069,2024-01-27,06:30:00,07:50:00,07:50:00,No Delay,80.0,0.0,2024-01-27_06:30:00
7070,2024-01-27,06:30:00,07:00:00,07:00:00,No Delay,30.0,0.0,2024-01-27_06:30:00
7071,2024-01-27,06:30:00,08:20:00,08:20:00,Technical Issue,110.0,0.0,2024-01-27_06:30:00
7072,2024-01-27,06:30:00,07:00:00,07:45:00,Weather,30.0,45.0,2024-01-27_06:30:00
7073,2024-01-28,03:30:00,05:20:00,05:45:00,Weather Conditions,110.0,25.0,2024-01-28_03:30:00
7074,2024-01-27,06:30:00,07:50:00,07:50:00,No Delay,80.0,0.0,2024-01-27_06:30:00
7075,2024-01-27,06:30:00,07:50:00,07:50:00,No Delay,80.0,0.0,2024-01-27_06:30:00
7076,2024-01-27,06:45:00,08:05:00,08:05:00,No Delay,80.0,0.0,2024-01-27_06:45:00
7077,2024-02-01,03:45:00,05:35:00,05:35:00,No Delay,110.0,0.0,2024-02-01_03:45:00
7078,2024-01-27,06:45:00,08:05:00,08:05:00,No Delay,80.0,0.0,2024-01-27_06:45:00
7079,2024-01-27,07:00:00,07:30:00,07:30:00,No Delay,30.0,0.0,2024-01-27_07:00:00
7080,2024-01-27,07:00:00,08:20:00,08:20:00,No Delay,80.0,0.0,2024-01-27_07:00:00
7081,2024-01-28,04:15:00,04:45:00,04:45:00,No Delay,30.0,0.0,2024-01-28_04:15:00
7082,2024-01-27,07:30:00,09:20:00,09:20:00,No Delay,110.0,0.0,2024-01-27_07:30:00
7083,2024-01-28,04:30:00,05:50:00,05:50:00,No Delay,80.0,0.0,2024-01-28_04:30:00
7084,2024-01-28,04:30:00,05:30:00,05:30:00,No Delay,60.0,0.0,2024-01-28_04:30:00
7085,2024-01-27,07:30:00,09:20:00,09:20:00,No Delay,110.0,0.0,2024-01-27_07:30:00
7086,2024-01-27,07:30:00,08:40:00,08:40:00,No Delay,70.0,0.0,2024-01-27_07:30:00
7087,2024-01-27,07:30:00,08:15:00,08:15:00,No Delay,45.0,0.0,2024-01-27_07:30:00
7088,2024-01-27,07:30:00,08:40:00,08:40:00,No Delay,70.0,0.0,2024-01-27_07:30:00
7089,2024-01-27,08:00:00,10:15:00,11:15:00,Weather,135.0,60.0,2024-01-27_08:00:00
7090,2024-01-27,08:00:00,10:15:00,11:15:00,Weather,135.0,60.0,2024-01-27_08:00:00
7091,2024-01-27,08:00:00,10:15:00,11:15:00,Weather,135.0,60.0,2024-01-27_08:00:00
7092,2024-01-27,08:00:00,08:30:00,08:30:00,No Delay,30.0,0.0,2024-01-27_08:00:00
7093,2024-01-27,08:00:00,10:15:00,11:15:00,Weather,135.0,60.0,2024-01-27_08:00:00
7094,2024-01-27,08:00:00,09:20:00,09:50:00,Weather,80.0,30.0,2024-01-27_08:00:00
7095,2024-01-27,08:00:00,10:15:00,11:15:00,Weather,135.0,60.0,2024-01-27_08:00:00
7096,2024-01-28,05:00:00,06:15:00,06:15:00,No Delay,75.0,0.0,2024-01-28_05:00:00
7097,2024-01-27,08:00:00,09:50:00,09:50:00,No Delay,110.0,0.0,2024-01-27_08:00:00
7098,2024-01-27,08:00:00,09:50:00,10:44:00,Weather,110.0,54.0,2024-01-27_08:00:00
7099,2024-01-27,08:00:00,10:15:00,11:15:00,Weather,135.0,60.0,2024-01-27_08:00:00
7100,2024-01-28,05:00:00,06:50:00,06:50:00,No Delay,110.0,0.0,2024-01-28_05:00:00
7101,2024-01-27,08:15:00,09:35:00,09:35:00,No Delay,80.0,0.0,2024-01-27_08:15:00
7102,2024-01-27,08:15:00,10:05:00,10:05:00,No Delay,110.0,0.0,2024-01-27_08:15:00
7103,2024-01-27,07:45:00,09:15:00,09:15:00,No Delay,90.0,0.0,2024-01-27_07:45:00
7104,2024-01-27,08:45:00,09:45:00,09:45:00,No Delay,60.0,0.0,2024-01-27_08:45:00
7105,2024-01-27,07:45:00,09:15:00,09:15:00,No Delay,90.0,0.0,2024-01-27_07:45:00
7106,2024-01-27,07:45:00,08:45:00,08:45:00,No Delay,60.0,0.0,2024-01-27_07:45:00
7107,2024-01-27,07:45:00,09:15:00,09:15:00,No Delay,90.0,0.0,2024-01-27_07:45:00
7108,2024-01-28,06:00:00,07:50:00,07:50:00,No Delay,110.0,0.0,2024-01-28_06:00:00
7109,2024-01-27,09:00:00,10:20:00,10:20:00,No Delay,80.0,0.0,2024-01-27_09:00:00
7110,2024-01-27,09:00:00,10:00:00,10:00:00,No Delay,60.0,0.0,2024-01-27_09:00:00
7111,2024-01-28,06:15:00,06:45:00,06:45:00,No Delay,30.0,0.0,2024-01-28_06:15:00
7112,2024-01-27,09:15:00,09:45:00,10:13:00,Weather,30.0,28.0,2024-01-27_09:15:00
7113,2024-01-28,06:15:00,07:15:00,07:15:00,No Delay,60.0,0.0,2024-01-28_06:15:00
7114,2024-01-28,06:15:00,06:45:00,06:45:00,No Delay,30.0,0.0,2024-01-28_06:15:00
7115,2024-01-27,09:15:00,09:45:00,10:13:00,Weather,30.0,28.0,2024-01-27_09:15:00
7116,2024-01-27,09:15:00,09:45:00,10:13:00,Weather,30.0,28.0,2024-01-27_09:15:00
7117,2024-01-27,09:15:00,09:45:00,10:13:00,Weather,30.0,28.0,2024-01-27_09:15:00
7118,2024-01-27,09:15:00,09:45:00,10:13:00,Weather,30.0,28.0,2024-01-27_09:15:00
7119,2024-01-27,09:30:00,10:00:00,10:00:00,No Delay,30.0,0.0,2024-01-27_09:30:00
7120,2024-01-28,06:30:00,07:50:00,07:50:00,No Delay,80.0,0.0,2024-01-28_06:30:00
7121,2024-01-28,06:30:00,07:00:00,07:50:00,Staff Shortage,30.0,50.0,2024-01-28_06:30:00
7122,2024-01-28,06:30:00,07:50:00,07:50:00,No Delay,80.0,0.0,2024-01-28_06:30:00
7123,2024-01-28,06:30:00,07:00:00,07:50:00,Staff Shortage,30.0,50.0,2024-01-28_06:30:00
7124,2024-01-28,06:30:00,07:30:00,07:30:00,No Delay,60.0,0.0,2024-01-28_06:30:00
7125,2024-01-28,06:30:00,07:50:00,07:50:00,No Delay,80.0,0.0,2024-01-28_06:30:00
7126,2024-01-28,06:30:00,08:00:00,08:00:00,No Delay,90.0,0.0,2024-01-28_06:30:00
7127,2024-01-28,06:30:00,07:50:00,07:50:00,No Delay,80.0,0.0,2024-01-28_06:30:00
7128,2024-01-28,06:30:00,07:50:00,07:50:00,No Delay,80.0,0.0,2024-01-28_06:30:00
7129,2024-01-28,06:30:00,07:50:00,07:50:00,No Delay,80.0,0.0,2024-01-28_06:30:00
7130,2024-02-03,06:30:00,07:50:00,07:50:00,No Delay,80.0,0.0,2024-02-03_06:30:00
7131,2024-01-28,07:45:00,08:15:00,08:15:00,No Delay,30.0,0.0,2024-01-28_07:45:00
7132,2024-01-28,07:45:00,08:45:00,08:45:00,No Delay,60.0,0.0,2024-01-28_07:45:00
7133,2024-01-28,06:45:00,08:05:00,08:05:00,No Delay,80.0,0.0,2024-01-28_06:45:00
7134,2024-01-28,06:45:00,07:15:00,07:15:00,Staff Shortage,30.0,0.0,2024-01-28_06:45:00
7135,2024-01-28,07:45:00,08:45:00,08:45:00,No Delay,60.0,0.0,2024-01-28_07:45:00
7136,2024-01-28,07:45:00,08:45:00,08:45:00,No Delay,60.0,0.0,2024-01-28_07:45:00
7137,2024-01-27,10:00:00,11:30:00,11:30:00,No Delay,90.0,0.0,2024-01-27_10:00:00
7138,2024-01-28,07:00:00,08:15:00,08:15:00,No Delay,75.0,0.0,2024-01-28_07:00:00
7139,2024-01-28,07:30:00,08:15:00,08:15:00,Weather Conditions,45.0,0.0,2024-01-28_07:30:00
7140,2024-01-28,07:30:00,08:50:00,08:50:00,No Delay,80.0,0.0,2024-01-28_07:30:00
7141,2024-01-28,07:30:00,09:20:00,09:20:00,No Delay,110.0,0.0,2024-01-28_07:30:00
7142,2024-01-28,07:30:00,08:40:00,08:40:00,No Delay,70.0,0.0,2024-01-28_07:30:00
7143,2024-01-28,07:30:00,09:20:00,09:20:00,No Delay,110.0,0.0,2024-01-28_07:30:00
7144,2024-01-28,07:30:00,07:55:00,07:55:00,No Delay,25.0,0.0,2024-01-28_07:30:00
7145,2024-01-28,07:30:00,09:20:00,09:20:00,No Delay,110.0,0.0,2024-01-28_07:30:00
7146,2024-01-28,07:30:00,08:00:00,08:00:00,No Delay,30.0,0.0,2024-01-28_07:30:00
7147,2024-01-28,07:30:00,08:40:00,08:40:00,No Delay,70.0,0.0,2024-01-28_07:30:00
7148,2024-01-27,11:00:00,11:30:00,11:30:00,No Delay,30.0,0.0,2024-01-27_11:00:00
7149,2024-01-28,08:00:00,10:15:00,10:42:00,Weather,135.0,27.0,2024-01-28_08:00:00
7150,2024-01-27,11:00:00,11:30:00,14:25:00,Staff Shortage,30.0,175.0,2024-01-27_11:00:00
7151,2024-01-27,11:00:00,12:15:00,12:15:00,No Delay,75.0,0.0,2024-01-27_11:00:00
7152,2024-01-28,08:00:00,10:15:00,10:42:00,Weather,135.0,27.0,2024-01-28_08:00:00
7153,2024-01-28,08:00:00,09:50:00,09:50:00,No Delay,110.0,0.0,2024-01-28_08:00:00
7154,2024-01-28,08:00:00,10:15:00,10:42:00,Weather,135.0,27.0,2024-01-28_08:00:00
7155,2024-01-28,08:00:00,10:15:00,10:42:00,Weather,135.0,27.0,2024-01-28_08:00:00
7156,2024-01-27,11:00:00,13:30:00,13:30:00,No Delay,150.0,0.0,2024-01-27_11:00:00
7157,2024-01-27,11:00:00,12:20:00,12:20:00,No Delay,80.0,0.0,2024-01-27_11:00:00
7158,2024-01-27,11:00:00,11:30:00,14:25:00,Staff Shortage,30.0,175.0,2024-01-27_11:00:00
7159,2024-01-28,08:00:00,10:15:00,10:42:00,Weather,135.0,27.0,2024-01-28_08:00:00
7160,2024-01-27,11:45:00,13:05:00,13:05:00,No Delay,80.0,0.0,2024-01-27_11:45:00
7161,2024-01-27,11:45:00,13:05:00,13:05:00,No Delay,80.0,0.0,2024-01-27_11:45:00
7162,2024-02-14,08:45:00,10:35:00,10:35:00,No Delay,110.0,0.0,2024-02-14_08:45:00
7163,2024-01-28,08:45:00,09:15:00,09:15:00,No Delay,30.0,0.0,2024-01-28_08:45:00
7164,2024-01-28,09:00:00,10:00:00,10:00:00,No Delay,60.0,0.0,2024-01-28_09:00:00
7165,2024-01-27,12:00:00,12:30:00,12:30:00,No Delay,30.0,0.0,2024-01-27_12:00:00
7166,2024-01-28,09:00:00,09:45:00,12:25:00,Signal Failure,45.0,160.0,2024-01-28_09:00:00
7167,2024-01-27,12:00:00,14:15:00,14:15:00,No Delay,135.0,0.0,2024-01-27_12:00:00
7168,2024-01-27,12:00:00,12:30:00,12:30:00,No Delay,30.0,0.0,2024-01-27_12:00:00
7169,2024-01-27,12:00:00,12:30:00,12:30:00,No Delay,30.0,0.0,2024-01-27_12:00:00
7170,2024-01-28,09:15:00,09:45:00,10:29:00,Weather,30.0,44.0,2024-01-28_09:15:00
7171,2024-01-28,09:15:00,09:45:00,10:29:00,Weather,30.0,44.0,2024-01-28_09:15:00
7172,2024-01-27,12:15:00,14:05:00,14:05:00,No Delay,110.0,0.0,2024-01-27_12:15:00
7173,2024-01-28,09:15:00,09:45:00,10:29:00,Weather,30.0,44.0,2024-01-28_09:15:00
7174,2024-01-28,09:15:00,10:15:00,10:15:00,No Delay,60.0,0.0,2024-01-28_09:15:00
7175,2024-01-27,13:00:00,14:50:00,14:50:00,No Delay,110.0,0.0,2024-01-27_13:00:00
7176,2024-01-27,13:00:00,14:20:00,14:20:00,No Delay,80.0,0.0,2024-01-27_13:00:00
7177,2024-01-28,10:15:00,12:45:00,12:45:00,Weather,150.0,0.0,2024-01-28_10:15:00
7178,2024-01-27,13:15:00,14:35:00,14:35:00,No Delay,80.0,0.0,2024-01-27_13:15:00
7179,2024-01-27,13:15:00,13:45:00,13:45:00,No Delay,30.0,0.0,2024-01-27_13:15:00
7180,2024-01-27,13:15:00,14:35:00,14:35:00,No Delay,80.0,0.0,2024-01-27_13:15:00
