Time_ID,Purchase_Date,Time_of_Purchase,Day,Month,Year,time_key,Hour_of_Day
3027,2024-01-12,1970-01-01 19:33:20,12,1,2024,2024-01-12_19:33:20,19
3028,2024-01-12,1970-01-01 19:36:59,12,1,2024,2024-01-12_19:36:59,19
3029,2024-01-12,1970-01-01 19:38:33,12,1,2024,2024-01-12_19:38:33,19
3030,2024-01-12,1970-01-01 19:44:11,12,1,2024,2024-01-12_19:44:11,19
3031,2024-01-12,1970-01-01 19:51:34,12,1,2024,2024-01-12_19:51:34,19
3032,2024-01-12,1970-01-01 20:07:43,12,1,2024,2024-01-12_20:07:43,20
3033,2024-01-12,1970-01-01 20:16:09,12,1,2024,2024-01-12_20:16:09,20
3034,2024-01-12,1970-01-01 20:16:34,12,1,2024,2024-01-12_20:16:34,20
3035,2024-01-12,1970-01-01 20:17:28,12,1,2024,2024-01-12_20:17:28,20
3036,2024-01-12,1970-01-01 20:19:31,12,1,2024,2024-01-12_20:19:31,20
3037,2024-01-12,1970-01-01 20:19:49,12,1,2024,2024-01-12_20:19:49,20
3038,2024-01-12,1970-01-01 20:20:14,12,1,2024,2024-01-12_20:20:14,20
3039,2024-01-12,1970-01-01 20:21:40,12,1,2024,2024-01-12_20:21:40,20
3040,2024-01-12,1970-01-01 20:23:00,12,1,2024,2024-01-12_20:23:00,20
3041,2024-01-12,1970-01-01 20:23:52,12,1,2024,2024-01-12_20:23:52,20
3042,2024-01-12,1970-01-01 20:28:57,12,1,2024,2024-01-12_20:28:57,20
3043,2024-01-12,1970-01-01 20:29:10,12,1,2024,2024-01-12_20:29:10,20
3044,2024-01-12,1970-01-01 20:29:28,12,1,2024,2024-01-12_20:29:28,20
3045,2024-01-12,1970-01-01 20:29:37,12,1,2024,2024-01-12_20:29:37,20
3046,2024-01-12,1970-01-01 20:30:44,12,1,2024,2024-01-12_20:30:44,20
3047,2024-01-12,1970-01-01 20:33:15,12,1,2024,2024-01-12_20:33:15,20
3048,2024-01-12,1970-01-01 20:54:01,12,1,2024,2024-01-12_20:54:01,20
3049,2024-01-12,1970-01-01 20:54:27,12,1,2024,2024-01-12_20:54:27,20
3050,2024-01-12,1970-01-01 20:55:32,12,1,2024,2024-01-12_20:55:32,20
3051,2024-01-12,1970-01-01 21:26:45,12,1,2024,2024-01-12_21:26:45,21
3052,2024-01-12,1970-01-01 21:32:10,12,1,2024,2024-01-12_21:32:10,21
3053,2024-01-12,1970-01-01 21:33:24,12,1,2024,2024-01-12_21:33:24,21
3054,2024-01-12,1970-01-01 21:38:36,12,1,2024,2024-01-12_21:38:36,21
3055,2024-01-12,1970-01-01 21:58:53,12,1,2024,2024-01-12_21:58:53,21
3056,2024-01-12,1970-01-01 22:10:11,12,1,2024,2024-01-12_22:10:11,22
3057,2024-01-12,1970-01-01 22:12:39,12,1,2024,2024-01-12_22:12:39,22
3058,2024-01-12,1970-01-01 22:48:57,12,1,2024,2024-01-12_22:48:57,22
3059,2024-01-12,1970-01-01 23:06:44,12,1,2024,2024-01-12_23:06:44,23
3060,2024-01-12,1970-01-01 23:06:49,12,1,2024,2024-01-12_23:06:49,23
3061,2024-01-12,1970-01-01 23:59:36,12,1,2024,2024-01-12_23:59:36,23
3062,2024-01-13,1970-01-01 00:00:09,13,1,2024,2024-01-13_0:00:09,0
3063,2024-01-13,1970-01-01 00:02:01,13,1,2024,2024-01-13_0:02:01,0
3064,2024-01-13,1970-01-01 00:06:28,13,1,2024,2024-01-13_0:06:28,0
3065,2024-01-13,1970-01-01 00:11:49,13,1,2024,2024-01-13_0:11:49,0
3066,2024-01-13,1970-01-01 00:12:13,13,1,2024,2024-01-13_0:12:13,0
3067,2024-01-13,1970-01-01 00:15:55,13,1,2024,2024-01-13_0:15:55,0
3068,2024-01-13,1970-01-01 00:17:21,13,1,2024,2024-01-13_0:17:21,0
3069,2024-01-13,1970-01-01 00:24:47,13,1,2024,2024-01-13_0:24:47,0
3070,2024-01-13,1970-01-01 00:24:48,13,1,2024,2024-01-13_0:24:48,0
3071,2024-01-13,1970-01-01 00:57:53,13,1,2024,2024-01-13_0:57:53,0
3072,2024-01-13,1970-01-01 01:02:35,13,1,2024,2024-01-13_1:02:35,1
3073,2024-01-13,1970-01-01 01:09:48,13,1,2024,2024-01-13_1:09:48,1
3074,2024-01-13,1970-01-01 01:17:20,13,1,2024,2024-01-13_1:17:20,1
3075,2024-01-13,1970-01-01 01:26:54,13,1,2024,2024-01-13_1:26:54,1
3076,2024-01-13,1970-01-01 02:00:20,13,1,2024,2024-01-13_2:00:20,2
3077,2024-01-13,1970-01-01 02:07:15,13,1,2024,2024-01-13_2:07:15,2
3078,2024-01-13,1970-01-01 02:08:51,13,1,2024,2024-01-13_2:08:51,2
3079,2024-01-13,1970-01-01 02:13:30,13,1,2024,2024-01-13_2:13:30,2
3080,2024-01-13,1970-01-01 02:30:57,13,1,2024,2024-01-13_2:30:57,2
3081,2024-01-13,1970-01-01 02:45:08,13,1,2024,2024-01-13_2:45:08,2
3082,2024-01-13,1970-01-01 03:13:25,13,1,2024,2024-01-13_3:13:25,3
3083,2024-01-13,1970-01-01 03:19:19,13,1,2024,2024-01-13_3:19:19,3
3084,2024-01-13,1970-01-01 03:30:06,13,1,2024,2024-01-13_3:30:06,3
3085,2024-01-13,1970-01-01 03:37:43,13,1,2024,2024-01-13_3:37:43,3
3086,2024-01-13,1970-01-01 03:40:09,13,1,2024,2024-01-13_3:40:09,3
3087,2024-01-13,1970-01-01 03:46:48,13,1,2024,2024-01-13_3:46:48,3
3088,2024-01-13,1970-01-01 03:51:29,13,1,2024,2024-01-13_3:51:29,3
3089,2024-01-13,1970-01-01 04:01:21,13,1,2024,2024-01-13_4:01:21,4
3090,2024-01-13,1970-01-01 04:17:10,13,1,2024,2024-01-13_4:17:10,4
3091,2024-01-13,1970-01-01 04:19:36,13,1,2024,2024-01-13_4:19:36,4
3092,2024-01-13,1970-01-01 04:42:30,13,1,2024,2024-01-13_4:42:30,4
3093,2024-01-13,1970-01-01 04:49:13,13,1,2024,2024-01-13_4:49:13,4
3094,2024-01-13,1970-01-01 04:50:03,13,1,2024,2024-01-13_4:50:03,4
3095,2024-01-13,1970-01-01 04:50:20,13,1,2024,2024-01-13_4:50:20,4
3096,2024-01-13,1970-01-01 05:00:44,13,1,2024,2024-01-13_5:00:44,5
3097,2024-01-13,1970-01-01 05:01:17,13,1,2024,2024-01-13_5:01:17,5
3098,2024-01-13,1970-01-01 05:05:41,13,1,2024,2024-01-13_5:05:41,5
3099,2024-01-13,1970-01-01 05:06:12,13,1,2024,2024-01-13_5:06:12,5
3100,2024-01-13,1970-01-01 05:08:00,13,1,2024,2024-01-13_5:08:00,5
3101,2024-01-13,1970-01-01 05:11:37,13,1,2024,2024-01-13_5:11:37,5
3102,2024-01-13,1970-01-01 05:14:12,13,1,2024,2024-01-13_5:14:12,5
3103,2024-01-13,1970-01-01 05:15:37,13,1,2024,2024-01-13_5:15:37,5
3104,2024-01-13,1970-01-01 05:18:58,13,1,2024,2024-01-13_5:18:58,5
3105,2024-01-13,1970-01-01 05:23:07,13,1,2024,2024-01-13_5:23:07,5
3106,2024-01-13,1970-01-01 05:28:08,13,1,2024,2024-01-13_5:28:08,5
3107,2024-01-13,1970-01-01 05:30:11,13,1,2024,2024-01-13_5:30:11,5
3108,2024-01-13,1970-01-01 06:04:10,13,1,2024,2024-01-13_6:04:10,6
3109,2024-01-13,1970-01-01 06:04:10,13,1,2024,2024-01-13_6:04:10,6
3110,2024-01-13,1970-01-01 06:05:51,13,1,2024,2024-01-13_6:05:51,6
3111,2024-01-13,1970-01-01 06:08:18,13,1,2024,2024-01-13_6:08:18,6
3112,2024-01-13,1970-01-01 06:10:21,13,1,2024,2024-01-13_6:10:21,6
3113,2024-01-13,1970-01-01 06:13:01,13,1,2024,2024-01-13_6:13:01,6
3114,2024-01-13,1970-01-01 06:14:55,13,1,2024,2024-01-13_6:14:55,6
3115,2024-01-13,1970-01-01 06:24:45,13,1,2024,2024-01-13_6:24:45,6
3116,2024-01-13,1970-01-01 06:29:29,13,1,2024,2024-01-13_6:29:29,6
3117,2024-01-13,1970-01-01 06:31:13,13,1,2024,2024-01-13_6:31:13,6
3118,2024-01-13,1970-01-01 06:34:06,13,1,2024,2024-01-13_6:34:06,6
3119,2024-01-13,1970-01-01 06:34:49,13,1,2024,2024-01-13_6:34:49,6
3120,2024-01-13,1970-01-01 06:36:46,13,1,2024,2024-01-13_6:36:46,6
3121,2024-01-13,1970-01-01 06:40:21,13,1,2024,2024-01-13_6:40:21,6
3122,2024-01-13,1970-01-01 06:41:48,13,1,2024,2024-01-13_6:41:48,6
3123,2024-01-13,1970-01-01 06:42:03,13,1,2024,2024-01-13_6:42:03,6
3124,2024-01-13,1970-01-01 06:42:15,13,1,2024,2024-01-13_6:42:15,6
3125,2024-01-13,1970-01-01 06:45:40,13,1,2024,2024-01-13_6:45:40,6
3126,2024-01-13,1970-01-01 06:51:53,13,1,2024,2024-01-13_6:51:53,6
3127,2024-01-13,1970-01-01 06:56:28,13,1,2024,2024-01-13_6:56:28,6
3128,2024-01-13,1970-01-01 07:02:52,13,1,2024,2024-01-13_7:02:52,7
3129,2024-01-13,1970-01-01 07:17:38,13,1,2024,2024-01-13_7:17:38,7
3130,2024-01-13,1970-01-01 07:20:47,13,1,2024,2024-01-13_7:20:47,7
3131,2024-01-13,1970-01-01 07:23:02,13,1,2024,2024-01-13_7:23:02,7
3132,2024-01-13,1970-01-01 07:23:13,13,1,2024,2024-01-13_7:23:13,7
3133,2024-01-13,1970-01-01 07:23:31,13,1,2024,2024-01-13_7:23:31,7
3134,2024-01-13,1970-01-01 07:24:37,13,1,2024,2024-01-13_7:24:37,7
3135,2024-01-13,1970-01-01 07:27:00,13,1,2024,2024-01-13_7:27:00,7
3136,2024-01-13,1970-01-01 07:27:45,13,1,2024,2024-01-13_7:27:45,7
3137,2024-01-13,1970-01-01 07:29:16,13,1,2024,2024-01-13_7:29:16,7
3138,2024-01-13,1970-01-01 07:32:30,13,1,2024,2024-01-13_7:32:30,7
3139,2024-01-13,1970-01-01 07:33:28,13,1,2024,2024-01-13_7:33:28,7
3140,2024-01-13,1970-01-01 07:36:22,13,1,2024,2024-01-13_7:36:22,7
3141,2024-01-13,1970-01-01 07:44:22,13,1,2024,2024-01-13_7:44:22,7
3142,2024-01-13,1970-01-01 07:49:13,13,1,2024,2024-01-13_7:49:13,7
3143,2024-01-13,1970-01-01 07:49:18,13,1,2024,2024-01-13_7:49:18,7
3144,2024-01-13,1970-01-01 07:51:25,13,1,2024,2024-01-13_7:51:25,7
3145,2024-01-13,1970-01-01 07:52:59,13,1,2024,2024-01-13_7:52:59,7
3146,2024-01-13,1970-01-01 08:00:02,13,1,2024,2024-01-13_8:00:02,8
3147,2024-01-13,1970-01-01 08:02:17,13,1,2024,2024-01-13_8:02:17,8
3148,2024-01-13,1970-01-01 08:03:39,13,1,2024,2024-01-13_8:03:39,8
3149,2024-01-13,1970-01-01 08:04:20,13,1,2024,2024-01-13_8:04:20,8
3150,2024-01-13,1970-01-01 08:06:39,13,1,2024,2024-01-13_8:06:39,8
3151,2024-01-13,1970-01-01 08:11:23,13,1,2024,2024-01-13_8:11:23,8
3152,2024-01-13,1970-01-01 08:12:54,13,1,2024,2024-01-13_8:12:54,8
3153,2024-01-13,1970-01-01 08:14:04,13,1,2024,2024-01-13_8:14:04,8
3154,2024-01-13,1970-01-01 08:18:15,13,1,2024,2024-01-13_8:18:15,8
3155,2024-01-13,1970-01-01 08:22:24,13,1,2024,2024-01-13_8:22:24,8
3156,2024-01-13,1970-01-01 08:23:20,13,1,2024,2024-01-13_8:23:20,8
3157,2024-01-13,1970-01-01 08:27:40,13,1,2024,2024-01-13_8:27:40,8
3158,2024-01-13,1970-01-01 08:28:40,13,1,2024,2024-01-13_8:28:40,8
3159,2024-01-13,1970-01-01 08:29:16,13,1,2024,2024-01-13_8:29:16,8
3160,2024-01-13,1970-01-01 08:30:35,13,1,2024,2024-01-13_8:30:35,8
3161,2024-01-13,1970-01-01 08:45:54,13,1,2024,2024-01-13_8:45:54,8
3162,2024-01-13,1970-01-01 08:51:55,13,1,2024,2024-01-13_8:51:55,8
3163,2024-01-13,1970-01-01 09:00:00,13,1,2024,2024-01-13_9:00:00,9
3164,2024-01-13,1970-01-01 09:03:45,13,1,2024,2024-01-13_9:03:45,9
3165,2024-01-13,1970-01-01 09:04:59,13,1,2024,2024-01-13_9:04:59,9
3166,2024-01-13,1970-01-01 09:05:56,13,1,2024,2024-01-13_9:05:56,9
3167,2024-01-13,1970-01-01 09:07:44,13,1,2024,2024-01-13_9:07:44,9
3168,2024-01-13,1970-01-01 09:07:51,13,1,2024,2024-01-13_9:07:51,9
3169,2024-01-13,1970-01-01 09:09:51,13,1,2024,2024-01-13_9:09:51,9
3170,2024-01-13,1970-01-01 09:13:04,13,1,2024,2024-01-13_9:13:04,9
3171,2024-01-13,1970-01-01 09:19:54,13,1,2024,2024-01-13_9:19:54,9
3172,2024-01-13,1970-01-01 09:21:11,13,1,2024,2024-01-13_9:21:11,9
3173,2024-01-13,1970-01-01 09:21:34,13,1,2024,2024-01-13_9:21:34,9
3174,2024-01-13,1970-01-01 09:30:14,13,1,2024,2024-01-13_9:30:14,9
3175,2024-01-13,1970-01-01 09:33:15,13,1,2024,2024-01-13_9:33:15,9
3176,2024-01-13,1970-01-01 09:34:36,13,1,2024,2024-01-13_9:34:36,9
3177,2024-01-13,1970-01-01 09:37:47,13,1,2024,2024-01-13_9:37:47,9
3178,2024-01-13,1970-01-01 09:38:09,13,1,2024,2024-01-13_9:38:09,9
3179,2024-01-13,1970-01-01 09:38:42,13,1,2024,2024-01-13_9:38:42,9
3180,2024-01-13,1970-01-01 09:41:26,13,1,2024,2024-01-13_9:41:26,9
3181,2024-01-13,1970-01-01 09:46:52,13,1,2024,2024-01-13_9:46:52,9
3182,2024-01-13,1970-01-01 10:13:04,13,1,2024,2024-01-13_10:13:04,10
3183,2024-01-13,1970-01-01 10:27:31,13,1,2024,2024-01-13_10:27:31,10
3184,2024-01-13,1970-01-01 10:29:43,13,1,2024,2024-01-13_10:29:43,10
3185,2024-01-13,1970-01-01 10:40:11,13,1,2024,2024-01-13_10:40:11,10
3186,2024-01-13,1970-01-01 10:40:44,13,1,2024,2024-01-13_10:40:44,10
3187,2024-01-13,1970-01-01 10:44:19,13,1,2024,2024-01-13_10:44:19,10
3188,2024-01-13,1970-01-01 10:52:28,13,1,2024,2024-01-13_10:52:28,10
3189,2024-01-13,1970-01-01 10:53:21,13,1,2024,2024-01-13_10:53:21,10
3190,2024-01-13,1970-01-01 10:54:43,13,1,2024,2024-01-13_10:54:43,10
3191,2024-01-13,1970-01-01 11:08:51,13,1,2024,2024-01-13_11:08:51,11
3192,2024-01-13,1970-01-01 11:36:37,13,1,2024,2024-01-13_11:36:37,11
3193,2024-01-13,1970-01-01 11:38:30,13,1,2024,2024-01-13_11:38:30,11
3194,2024-01-13,1970-01-01 11:53:01,13,1,2024,2024-01-13_11:53:01,11
3195,2024-01-13,1970-01-01 11:57:31,13,1,2024,2024-01-13_11:57:31,11
3196,2024-01-13,1970-01-01 12:02:05,13,1,2024,2024-01-13_12:02:05,12
3197,2024-01-13,1970-01-01 12:19:27,13,1,2024,2024-01-13_12:19:27,12
3198,2024-01-13,1970-01-01 12:28:10,13,1,2024,2024-01-13_12:28:10,12
3199,2024-01-13,1970-01-01 12:35:08,13,1,2024,2024-01-13_12:35:08,12
3200,2024-01-13,1970-01-01 12:35:23,13,1,2024,2024-01-13_12:35:23,12
3201,2024-01-13,1970-01-01 12:35:58,13,1,2024,2024-01-13_12:35:58,12
3202,2024-01-13,1970-01-01 12:41:35,13,1,2024,2024-01-13_12:41:35,12
3203,2024-01-13,1970-01-01 12:41:49,13,1,2024,2024-01-13_12:41:49,12
3204,2024-01-13,1970-01-01 13:04:10,13,1,2024,2024-01-13_13:04:10,13
3205,2024-01-13,1970-01-01 13:08:51,13,1,2024,2024-01-13_13:08:51,13
3206,2024-01-13,1970-01-01 13:19:30,13,1,2024,2024-01-13_13:19:30,13
3207,2024-01-13,1970-01-01 13:33:00,13,1,2024,2024-01-13_13:33:00,13
3208,2024-01-13,1970-01-01 13:38:53,13,1,2024,2024-01-13_13:38:53,13
3209,2024-01-13,1970-01-01 13:48:08,13,1,2024,2024-01-13_13:48:08,13
3210,2024-01-13,1970-01-01 13:52:23,13,1,2024,2024-01-13_13:52:23,13
3211,2024-01-13,1970-01-01 14:06:22,13,1,2024,2024-01-13_14:06:22,14
3212,2024-01-13,1970-01-01 14:06:27,13,1,2024,2024-01-13_14:06:27,14
3213,2024-01-13,1970-01-01 14:08:47,13,1,2024,2024-01-13_14:08:47,14
3214,2024-01-13,1970-01-01 14:25:19,13,1,2024,2024-01-13_14:25:19,14
3215,2024-01-13,1970-01-01 14:25:50,13,1,2024,2024-01-13_14:25:50,14
3216,2024-01-13,1970-01-01 14:26:55,13,1,2024,2024-01-13_14:26:55,14
3217,2024-01-13,1970-01-01 14:28:23,13,1,2024,2024-01-13_14:28:23,14
3218,2024-01-13,1970-01-01 14:30:18,13,1,2024,2024-01-13_14:30:18,14
3219,2024-01-13,1970-01-01 14:45:12,13,1,2024,2024-01-13_14:45:12,14
3220,2024-01-13,1970-01-01 14:53:10,13,1,2024,2024-01-13_14:53:10,14
3221,2024-01-13,1970-01-01 14:59:19,13,1,2024,2024-01-13_14:59:19,14
3222,2024-01-13,1970-01-01 15:00:31,13,1,2024,2024-01-13_15:00:31,15
3223,2024-01-13,1970-01-01 15:01:22,13,1,2024,2024-01-13_15:01:22,15
3224,2024-01-13,1970-01-01 15:04:10,13,1,2024,2024-01-13_15:04:10,15
3225,2024-01-13,1970-01-01 15:10:43,13,1,2024,2024-01-13_15:10:43,15
3226,2024-01-13,1970-01-01 15:12:28,13,1,2024,2024-01-13_15:12:28,15
3227,2024-01-13,1970-01-01 15:13:26,13,1,2024,2024-01-13_15:13:26,15
3228,2024-01-13,1970-01-01 15:13:30,13,1,2024,2024-01-13_15:13:30,15
3229,2024-01-13,1970-01-01 15:15:24,13,1,2024,2024-01-13_15:15:24,15
3230,2024-01-13,1970-01-01 15:16:24,13,1,2024,2024-01-13_15:16:24,15
3231,2024-01-13,1970-01-01 15:20:46,13,1,2024,2024-01-13_15:20:46,15
3232,2024-01-13,1970-01-01 15:21:38,13,1,2024,2024-01-13_15:21:38,15
3233,2024-01-13,1970-01-01 15:36:22,13,1,2024,2024-01-13_15:36:22,15
3234,2024-01-13,1970-01-01 15:42:23,13,1,2024,2024-01-13_15:42:23,15
3235,2024-01-13,1970-01-01 16:02:59,13,1,2024,2024-01-13_16:02:59,16
3236,2024-01-13,1970-01-01 16:12:56,13,1,2024,2024-01-13_16:12:56,16
3237,2024-01-13,1970-01-01 16:29:36,13,1,2024,2024-01-13_16:29:36,16
3238,2024-01-13,1970-01-01 16:38:16,13,1,2024,2024-01-13_16:38:16,16
3239,2024-01-13,1970-01-01 16:44:36,13,1,2024,2024-01-13_16:44:36,16
3240,2024-01-13,1970-01-01 17:01:31,13,1,2024,2024-01-13_17:01:31,17
3241,2024-01-13,1970-01-01 17:01:56,13,1,2024,2024-01-13_17:01:56,17
3242,2024-01-13,1970-01-01 17:06:16,13,1,2024,2024-01-13_17:06:16,17
3243,2024-01-13,1970-01-01 17:10:55,13,1,2024,2024-01-13_17:10:55,17
3244,2024-01-13,1970-01-01 17:11:31,13,1,2024,2024-01-13_17:11:31,17
3245,2024-01-13,1970-01-01 17:13:53,13,1,2024,2024-01-13_17:13:53,17
3246,2024-01-13,1970-01-01 17:15:14,13,1,2024,2024-01-13_17:15:14,17
3247,2024-01-13,1970-01-01 17:17:31,13,1,2024,2024-01-13_17:17:31,17
3248,2024-01-13,1970-01-01 17:17:46,13,1,2024,2024-01-13_17:17:46,17
3249,2024-01-13,1970-01-01 17:19:19,13,1,2024,2024-01-13_17:19:19,17
3250,2024-01-13,1970-01-01 17:21:09,13,1,2024,2024-01-13_17:21:09,17
3251,2024-01-13,1970-01-01 17:23:39,13,1,2024,2024-01-13_17:23:39,17
3252,2024-01-13,1970-01-01 17:24:11,13,1,2024,2024-01-13_17:24:11,17
3253,2024-01-13,1970-01-01 17:25:33,13,1,2024,2024-01-13_17:25:33,17
3254,2024-01-13,1970-01-01 17:26:53,13,1,2024,2024-01-13_17:26:53,17
3255,2024-01-13,1970-01-01 17:27:33,13,1,2024,2024-01-13_17:27:33,17
3256,2024-01-13,1970-01-01 17:28:46,13,1,2024,2024-01-13_17:28:46,17
3257,2024-01-13,1970-01-01 17:28:51,13,1,2024,2024-01-13_17:28:51,17
3258,2024-01-13,1970-01-01 17:31:18,13,1,2024,2024-01-13_17:31:18,17
3259,2024-01-13,1970-01-01 17:34:10,13,1,2024,2024-01-13_17:34:10,17
3260,2024-01-13,1970-01-01 17:34:22,13,1,2024,2024-01-13_17:34:22,17
3261,2024-01-13,1970-01-01 17:44:29,13,1,2024,2024-01-13_17:44:29,17
3262,2024-01-13,1970-01-01 17:48:24,13,1,2024,2024-01-13_17:48:24,17
3263,2024-01-13,1970-01-01 17:52:18,13,1,2024,2024-01-13_17:52:18,17
3264,2024-01-13,1970-01-01 17:52:54,13,1,2024,2024-01-13_17:52:54,17
3265,2024-01-13,1970-01-01 17:54:29,13,1,2024,2024-01-13_17:54:29,17
3266,2024-01-13,1970-01-01 18:11:17,13,1,2024,2024-01-13_18:11:17,18
3267,2024-01-13,1970-01-01 18:13:36,13,1,2024,2024-01-13_18:13:36,18
3268,2024-01-13,1970-01-01 18:20:59,13,1,2024,2024-01-13_18:20:59,18
3269,2024-01-13,1970-01-01 18:24:38,13,1,2024,2024-01-13_18:24:38,18
3270,2024-01-13,1970-01-01 18:38:58,13,1,2024,2024-01-13_18:38:58,18
3271,2024-01-13,1970-01-01 18:42:13,13,1,2024,2024-01-13_18:42:13,18
3272,2024-01-13,1970-01-01 18:49:29,13,1,2024,2024-01-13_18:49:29,18
3273,2024-01-13,1970-01-01 18:49:42,13,1,2024,2024-01-13_18:49:42,18
3274,2024-01-13,1970-01-01 18:57:40,13,1,2024,2024-01-13_18:57:40,18
3275,2024-01-13,1970-01-01 18:57:49,13,1,2024,2024-01-13_18:57:49,18
3276,2024-01-13,1970-01-01 19:10:52,13,1,2024,2024-01-13_19:10:52,19
3277,2024-01-13,1970-01-01 19:24:19,13,1,2024,2024-01-13_19:24:19,19
3278,2024-01-13,1970-01-01 19:26:14,13,1,2024,2024-01-13_19:26:14,19
3279,2024-01-13,1970-01-01 19:29:42,13,1,2024,2024-01-13_19:29:42,19
3280,2024-01-13,1970-01-01 19:40:55,13,1,2024,2024-01-13_19:40:55,19
3281,2024-01-13,1970-01-01 19:41:50,13,1,2024,2024-01-13_19:41:50,19
3282,2024-01-13,1970-01-01 19:42:49,13,1,2024,2024-01-13_19:42:49,19
3283,2024-01-13,1970-01-01 19:47:04,13,1,2024,2024-01-13_19:47:04,19
3284,2024-01-13,1970-01-01 19:50:19,13,1,2024,2024-01-13_19:50:19,19
3285,2024-01-13,1970-01-01 19:51:24,13,1,2024,2024-01-13_19:51:24,19
3286,2024-01-13,1970-01-01 20:02:54,13,1,2024,2024-01-13_20:02:54,20
3287,2024-01-13,1970-01-01 20:10:33,13,1,2024,2024-01-13_20:10:33,20
3288,2024-01-13,1970-01-01 20:12:46,13,1,2024,2024-01-13_20:12:46,20
3289,2024-01-13,1970-01-01 20:16:10,13,1,2024,2024-01-13_20:16:10,20
3290,2024-01-13,1970-01-01 20:17:35,13,1,2024,2024-01-13_20:17:35,20
3291,2024-01-13,1970-01-01 20:20:15,13,1,2024,2024-01-13_20:20:15,20
3292,2024-01-13,1970-01-01 20:23:40,13,1,2024,2024-01-13_20:23:40,20
3293,2024-01-13,1970-01-01 20:24:12,13,1,2024,2024-01-13_20:24:12,20
3294,2024-01-13,1970-01-01 20:25:47,13,1,2024,2024-01-13_20:25:47,20
3295,2024-01-13,1970-01-01 20:27:00,13,1,2024,2024-01-13_20:27:00,20
3296,2024-01-13,1970-01-01 20:28:24,13,1,2024,2024-01-13_20:28:24,20
3297,2024-01-13,1970-01-01 20:28:51,13,1,2024,2024-01-13_20:28:51,20
3298,2024-01-13,1970-01-01 20:30:20,13,1,2024,2024-01-13_20:30:20,20
3299,2024-01-13,1970-01-01 20:31:28,13,1,2024,2024-01-13_20:31:28,20
3300,2024-01-13,1970-01-01 20:33:49,13,1,2024,2024-01-13_20:33:49,20
3301,2024-01-13,1970-01-01 20:42:34,13,1,2024,2024-01-13_20:42:34,20
3302,2024-01-13,1970-01-01 20:45:50,13,1,2024,2024-01-13_20:45:50,20
3303,2024-01-13,1970-01-01 20:54:02,13,1,2024,2024-01-13_20:54:02,20
3304,2024-01-13,1970-01-01 20:56:17,13,1,2024,2024-01-13_20:56:17,20
3305,2024-01-13,1970-01-01 21:29:12,13,1,2024,2024-01-13_21:29:12,21
3306,2024-01-13,1970-01-01 21:35:47,13,1,2024,2024-01-13_21:35:47,21
3307,2024-01-13,1970-01-01 21:57:25,13,1,2024,2024-01-13_21:57:25,21
3308,2024-01-13,1970-01-01 22:00:35,13,1,2024,2024-01-13_22:00:35,22
3309,2024-01-13,1970-01-01 22:42:07,13,1,2024,2024-01-13_22:42:07,22
3310,2024-01-13,1970-01-01 23:00:54,13,1,2024,2024-01-13_23:00:54,23
3311,2024-01-13,1970-01-01 23:03:34,13,1,2024,2024-01-13_23:03:34,23
3312,2024-01-13,1970-01-01 23:03:59,13,1,2024,2024-01-13_23:03:59,23
3313,2024-01-13,1970-01-01 23:10:32,13,1,2024,2024-01-13_23:10:32,23
3314,2024-01-13,1970-01-01 23:42:19,13,1,2024,2024-01-13_23:42:19,23
3315,2024-01-13,1970-01-01 23:48:51,13,1,2024,2024-01-13_23:48:51,23
3316,2024-01-14,1970-01-01 00:05:58,14,1,2024,2024-01-14_0:05:58,0
3317,2024-01-14,1970-01-01 00:11:31,14,1,2024,2024-01-14_0:11:31,0
3318,2024-01-14,1970-01-01 00:14:58,14,1,2024,2024-01-14_0:14:58,0
3319,2024-01-14,1970-01-01 00:23:00,14,1,2024,2024-01-14_0:23:00,0
3320,2024-01-14,1970-01-01 00:25:32,14,1,2024,2024-01-14_0:25:32,0
3321,2024-01-14,1970-01-01 00:32:43,14,1,2024,2024-01-14_0:32:43,0
3322,2024-01-14,1970-01-01 00:38:15,14,1,2024,2024-01-14_0:38:15,0
3323,2024-01-14,1970-01-01 00:50:16,14,1,2024,2024-01-14_0:50:16,0
3324,2024-01-14,1970-01-01 01:10:56,14,1,2024,2024-01-14_1:10:56,1
3325,2024-01-14,1970-01-01 01:21:03,14,1,2024,2024-01-14_1:21:03,1
3326,2024-01-14,1970-01-01 01:24:55,14,1,2024,2024-01-14_1:24:55,1
3327,2024-01-14,1970-01-01 01:25:06,14,1,2024,2024-01-14_1:25:06,1
3328,2024-01-14,1970-01-01 01:28:22,14,1,2024,2024-01-14_1:28:22,1
3329,2024-01-14,1970-01-01 01:29:49,14,1,2024,2024-01-14_1:29:49,1
3330,2024-01-14,1970-01-01 02:04:17,14,1,2024,2024-01-14_2:04:17,2
3331,2024-01-14,1970-01-01 02:04:30,14,1,2024,2024-01-14_2:04:30,2
3332,2024-01-14,1970-01-01 02:07:07,14,1,2024,2024-01-14_2:07:07,2
3333,2024-01-14,1970-01-01 02:08:11,14,1,2024,2024-01-14_2:08:11,2
3334,2024-01-14,1970-01-01 02:22:49,14,1,2024,2024-01-14_2:22:49,2
3335,2024-01-14,1970-01-01 02:33:03,14,1,2024,2024-01-14_2:33:03,2
3336,2024-01-14,1970-01-01 02:56:16,14,1,2024,2024-01-14_2:56:16,2
