Transaction_ID,Purchase_Type,Payment_Method,Railcard,Ticket_Class,Ticket_Type,Price,Journey_Status,Departure_Station_ID,Arrival_Station_ID,Time_ID,Journey_ID,Refund_Request
551c1a8d-819c-4791-8f58,Online,Credit Card,None,Standard,Advance,72,On Time,14,19,6446,6446,No
20505683-76c3-4ade-86e4,Station,Credit Card,None,Standard,Advance,3,On Time,19,13,6447,6447,No
0689bbf1-d052-4189-a821,Station,Credit Card,None,Standard,Advance,7,On Time,14,1,6448,6448,No
2bafa517-f7f8-4894-aba1,Online,Contactless,Adult,Standard,Advance,5,On Time,17,1,6449,6449,No
0fd4f7e8-1bfc-48fd-9e62,Station,Contactless,None,Standard,Advance,3,On Time,13,19,6450,6450,No
dfa55ae1-d820-4931-a759,Station,Credit Card,None,Standard,Advance,3,On Time,13,19,6451,6451,No
00ceeadb-aced-4093-9aac,Station,Contactless,None,First Class,Advance,27,On Time,16,24,6452,6452,No
65045624-4331-4737-9188,Station,Contactless,None,Standard,Advance,35,On Time,15,32,6453,6453,No
6f658413-1f99-4bda-881c,Station,Credit Card,Adult,First Class,Advance,72,On Time,14,19,6454,6454,No
a2bb00cb-8157-4f35-979e,Station,Credit Card,None,Standard,Advance,35,On Time,15,32,6455,6455,No
8dc866ad-7005-4986-b46a,Station,Credit Card,None,Standard,Advance,35,On Time,15,32,6456,6456,No
35dc7bf6-0295-4ed2-a786,Station,Credit Card,Adult,First Class,Advance,72,On Time,14,19,6457,6457,No
63a2c211-8cd2-48b9-92c4,Station,Credit Card,None,Standard,Advance,35,On Time,15,32,6458,6458,No
20f503de-5dde-4dd6-99fd,Station,Contactless,Adult,Standard,Advance,7,On Time,13,11,6459,6459,No
ac60d6e3-36f3-471a-8194,Station,Credit Card,Adult,Standard,Advance,56,Cancelled,19,14,6460,6460,Yes
ad582163-e3a0-4ead-9f4f,Online,Contactless,None,Standard,Off-Peak,5,On Time,13,19,6461,6461,No
b6dbac7f-5397-48ca-ae33,Online,Contactless,Disabled,Standard,Off-Peak,3,On Time,13,19,6462,6462,No
75c771ca-5457-48b1-8ee6,Online,Contactless,None,Standard,Off-Peak,11,On Time,32,8,6463,6463,No
8f2f95aa-c757-4b83-a75a,Online,Contactless,None,Standard,Off-Peak,53,On Time,15,32,6464,6464,No
0d89b5fe-dbc2-4d0f-a23f,Online,Credit Card,None,Standard,Off-Peak,5,On Time,13,19,6465,6465,No
11b1dc50-a5ee-40a9-9c13,Online,Contactless,None,Standard,Off-Peak,12,On Time,17,1,6466,6466,No
02e5bb8a-3bd1-4e78-a2e2,Online,Contactless,None,Standard,Off-Peak,53,On Time,15,32,6467,6467,No
203b6be2-b28a-467c-b1e0,Online,Contactless,Disabled,Standard,Advance,24,Cancelled,15,10,6468,6468,No
336f105e-ba18-456d-a976,Online,Credit Card,None,Standard,Off-Peak,5,On Time,13,19,6469,6469,No
51b092dd-1d03-4ebc-995a,Station,Credit Card,None,Standard,Off-Peak,5,On Time,13,19,6470,6470,No
10d4d89e-03cd-4909-9d3f,Station,Credit Card,None,Standard,Off-Peak,5,On Time,13,19,6471,6471,No
e2f829db-a1cc-44c2-ae03,Station,Credit Card,None,Standard,Off-Peak,53,On Time,15,32,6472,6472,No
8cdeeaf0-a373-4f7d-8712,Online,Credit Card,None,Standard,Off-Peak,5,On Time,19,25,6473,6473,No
11092722-4ad1-4bcb-a117,Online,Contactless,Adult,First Class,Advance,6,On Time,19,13,6474,6474,No
e4dcc47c-bd48-41d9-8a0d,Station,Contactless,None,Standard,Advance,84,On Time,19,14,6475,6475,No
c4db4608-84a4-4956-acf0,Station,Credit Card,None,Standard,Advance,3,On Time,13,19,6476,6476,No
73f853d6-98b5-4eae-8056,Online,Credit Card,None,Standard,Advance,3,On Time,13,19,6477,6477,No
d82d2455-650b-4739-9870,Online,Contactless,None,Standard,Advance,35,On Time,15,32,6478,6478,No
c2993d86-2921-4a6b-ad48,Online,Contactless,None,Standard,Advance,35,On Time,15,32,6479,6479,No
569216b8-8865-46e3-9d81,Online,Contactless,Adult,Standard,Advance,48,On Time,14,19,6480,6480,No
9e499470-bb95-4d6d-a711,Station,Contactless,None,Standard,Off-Peak,50,On Time,1,24,6481,6481,No
1dee1a0e-4606-488c-b9a0,Online,Contactless,None,Standard,Off-Peak,10,On Time,14,1,6482,6482,No
5c2ba502-bf26-4f49-a955,Online,Contactless,None,Standard,Off-Peak,59,On Time,32,1,6483,6483,No
8e968bf5-5797-4528-acd5,Station,Credit Card,None,Standard,Off-Peak,12,On Time,17,1,6484,6484,No
493a2d57-df1b-4f30-8802,Station,Contactless,Adult,Standard,Off-Peak,7,On Time,14,1,6485,6485,No
0394eb86-0d3c-4caf-b6a5,Station,Contactless,None,Standard,Off-Peak,12,On Time,17,1,6486,6486,No
d09fc10d-d61a-4b41-b2ec,Online,Credit Card,None,Standard,Off-Peak,128,On Time,19,16,6487,6487,No
acc6f192-e67d-47c7-96ff,Station,Contactless,None,Standard,Off-Peak,12,On Time,17,1,6488,6488,No
90770557-6e12-42f3-abf0,Online,Contactless,None,Standard,Off-Peak,53,On Time,15,32,6489,6489,No
2410fedb-58bc-42f7-92a7,Online,Contactless,None,Standard,Advance,65,On Time,15,13,6490,6490,No
293430e2-e4b8-4a74-9866,Online,Credit Card,None,Standard,Advance,8,On Time,17,1,6491,6491,No
d4cd33cf-161c-45bf-944c,Station,Credit Card,None,Standard,Off-Peak,12,On Time,17,1,6492,6492,No
57ac6c5d-6792-4535-bf6d,Online,Credit Card,None,Standard,Advance,7,On Time,14,1,6493,6493,No
67ffaf98-d9d4-47bb-9631,Station,Credit Card,None,Standard,Off-Peak,10,On Time,14,1,6494,6494,No
8c857c85-3573-44f6-953b,Station,Credit Card,Adult,Standard,Off-Peak,65,On Time,15,13,6495,6495,No
a311e438-d0d6-476d-9a7b,Online,Contactless,None,Standard,Anytime,5,On Time,19,13,6496,6496,No
97f9abcf-f6b2-4b25-ace1,Online,Debit Card,Senior,Standard,Anytime,7,On Time,24,22,6497,6497,No
fa96447d-bd6d-4e06-af3e,Station,Contactless,None,Standard,Anytime,70,On Time,15,32,6498,6498,No
2a71ec34-b14b-4e86-b28a,Online,Debit Card,Senior,Standard,Anytime,17,On Time,16,24,6499,6499,No
cd69fe40-0298-4735-a38f,Online,Contactless,None,Standard,Advance,3,On Time,19,13,6500,6500,No
6f17980d-f0cf-4a42-b1a2,Online,Credit Card,Disabled,Standard,Anytime,43,On Time,17,31,6501,6501,No
2b4605de-639b-4d50-87a0,Station,Credit Card,None,Standard,Advance,84,Delayed,19,14,6502,6502,No
47e2f70c-6f0a-4705-8f13,Online,Credit Card,Adult,Standard,Anytime,9,On Time,14,1,6503,6503,No
7e3b7b27-9950-4086-baac,Online,Credit Card,Disabled,Standard,Anytime,43,On Time,17,31,6504,6504,No
85983c9a-8205-4000-89e2,Online,Credit Card,Disabled,Standard,Anytime,29,On Time,1,17,6505,6505,No
6b1519a0-1252-4184-b6de,Online,Credit Card,None,Standard,Anytime,13,On Time,14,1,6506,6506,No
cfc84a4e-6d36-4b9b-aa69,Online,Credit Card,None,Standard,Anytime,13,On Time,14,1,6507,6507,No
9da157f0-a84a-4f3a-b6bf,Online,Credit Card,Disabled,Standard,Anytime,29,On Time,1,17,6508,6508,No
26eceb86-d6f5-4cc7-8e84,Online,Contactless,None,Standard,Anytime,25,On Time,16,24,6509,6509,No
d1f2b5be-1c18-487e-bae0,Station,Contactless,None,Standard,Anytime,16,On Time,17,1,6510,6510,No
48501033-e68b-4b18-9714,Station,Credit Card,None,Standard,Anytime,6,On Time,13,19,6511,6511,No
32c6916b-9388-4e52-8cce,Online,Credit Card,None,Standard,Anytime,16,On Time,17,1,6512,6512,No
1b0f835e-803f-48a2-90e4,Station,Credit Card,None,Standard,Advance,35,On Time,15,32,6513,6513,No
1c69d6b0-746d-4c7a-8c52,Online,Contactless,None,Standard,Anytime,16,On Time,17,1,6514,6514,No
d52a7890-a6d0-4103-9501,Online,Credit Card,Adult,First Class,Advance,38,On Time,15,32,6515,6515,No
f82f3269-e693-42fb-952b,Station,Contactless,None,First Class,Advance,10,On Time,13,19,6516,6516,No
092eeba0-66a8-4c47-8133,Online,Credit Card,Senior,Standard,Off-Peak,35,On Time,15,32,6517,6517,No
007957a4-c285-4a9a-865a,Online,Contactless,None,Standard,Anytime,13,On Time,14,1,6518,6518,No
d3f52f5f-ef32-4283-9fe0,Online,Contactless,None,Standard,Advance,3,On Time,19,13,6519,6519,No
efc85af3-7e02-4bcf-9511,Station,Contactless,None,Standard,Advance,8,Cancelled,17,1,6520,6520,Yes
7b6282f6-989a-4034-8daf,Online,Credit Card,None,Standard,Anytime,16,On Time,17,1,6521,6521,No
e6dd72cb-4c61-4506-85a2,Station,Credit Card,None,Standard,Anytime,70,On Time,15,32,6522,6522,No
a6a2892f-567e-4d37-8ae8,Online,Contactless,None,Standard,Advance,3,On Time,19,13,6523,6523,No
077f394d-1c64-4825-a379,Online,Credit Card,Adult,Standard,Advance,2,On Time,13,19,6524,6524,No
eb24ba24-83a2-41c7-a6eb,Station,Credit Card,None,Standard,Anytime,151,Delayed,13,14,6525,6525,No
2bf6a56a-2e91-4786-b4b4,Online,Contactless,Adult,Standard,Advance,48,On Time,14,19,6526,6526,No
100a029a-e9d6-4e30-9cce,Station,Credit Card,None,Standard,Anytime,151,Delayed,13,14,6527,6527,No
5d6f7786-c3d0-4b15-bd07,Station,Credit Card,None,Standard,Anytime,151,Delayed,13,14,6528,6528,No
5ed0d769-aac3-4066-8ce3,Station,Credit Card,None,Standard,Anytime,151,Delayed,13,14,6529,6529,No
58e6dfa1-79bc-4386-9238,Online,Credit Card,Disabled,Standard,Advance,8,On Time,16,24,6530,6530,No
634205c1-93f8-477d-abe3,Station,Credit Card,None,Standard,Advance,3,On Time,13,19,6531,6531,No
f9eafde4-745c-44c8-b190,Online,Credit Card,None,Standard,Anytime,13,On Time,14,1,6532,6532,No
a0e4e095-46b7-4314-ba9c,Online,Credit Card,Disabled,Standard,Advance,8,On Time,16,24,6533,6533,No
d0bd5a54-c95c-4140-979d,Online,Credit Card,Disabled,Standard,Advance,8,On Time,16,24,6534,6534,No
78191ffb-fa7d-4915-bd9a,Station,Contactless,None,Standard,Anytime,5,On Time,19,13,6535,6535,No
9e9cda83-6ac1-40e7-8758,Online,Contactless,None,Standard,Advance,35,On Time,15,32,6536,6536,No
a39c3335-88d9-4e0e-8b99,Station,Credit Card,None,Standard,Advance,3,On Time,19,13,6537,6537,No
4c48b452-8706-44db-8e8f,Online,Contactless,Adult,Standard,Advance,2,On Time,19,13,6538,6538,No
11c69bb9-baa8-47f7-a5d2,Online,Contactless,None,Standard,Anytime,25,On Time,16,24,6539,6539,No
48c05ffe-7729-4f74-9716,Online,Credit Card,None,Standard,Anytime,70,On Time,15,32,6540,6540,No
42172112-3919-45e5-8fda,Online,Credit Card,None,Standard,Anytime,35,On Time,16,22,6541,6541,No
61024fdc-ffed-4f6b-8aa2,Online,Contactless,None,Standard,Off-Peak,19,On Time,16,24,6542,6542,No
d86e2004-9a7d-434f-8f2c,Online,Contactless,None,Standard,Advance,3,On Time,19,13,6543,6543,No
e78f90aa-dba1-4dc6-ad90,Online,Credit Card,None,Standard,Off-Peak,53,On Time,15,32,6544,6544,No
85fbaecf-ce61-49f3-a64e,Online,Credit Card,None,Standard,Advance,35,On Time,15,32,6545,6545,No
5aad04e1-7426-42b2-9f7f,Online,Debit Card,Senior,Standard,Advance,8,On Time,16,24,6546,6546,No
ff582559-876b-4fab-bd7d,Station,Contactless,None,Standard,Advance,3,On Time,19,13,6547,6547,No
74639af9-2257-42bb-b7ed,Online,Debit Card,Senior,First Class,Advance,18,On Time,16,24,6548,6548,No
bac0afa2-f0e4-4d3e-a3e0,Online,Debit Card,Senior,Standard,Advance,8,On Time,16,24,6549,6549,No
4bc41ebb-dcc6-43dc-987c,Online,Credit Card,Disabled,Standard,Advance,15,On Time,1,17,6550,6550,No
87dcce7f-ce5d-4edd-a8a2,Online,Credit Card,None,Standard,Advance,7,On Time,14,1,6551,6551,No
8cfd06ff-0b55-4797-b794,Online,Contactless,None,Standard,Advance,8,On Time,17,1,6552,6552,No
9d99c75f-f1ce-4631-a931,Online,Credit Card,Disabled,Standard,Advance,4,On Time,32,7,6553,6553,No
d7672a3f-741d-4c77-be22,Online,Credit Card,None,Standard,Advance,18,On Time,16,22,6554,6554,No
343bc1ce-cfd4-47e3-8791,Online,Credit Card,None,Standard,Advance,13,On Time,16,24,6555,6555,No
e52a4ce9-a590-43ea-8617,Online,Credit Card,None,Standard,Advance,18,On Time,16,22,6556,6556,No
af03a684-7d83-4c7b-952c,Online,Contactless,None,Standard,Advance,8,On Time,17,1,6557,6557,No
2551f297-7ebb-4434-8572,Station,Contactless,Adult,First Class,Off-Peak,57,On Time,15,32,6558,6558,No
7f8f4366-86db-434a-9902,Online,Credit Card,None,Standard,Advance,3,On Time,19,13,6559,6559,No
b6918dcc-4852-4dd4-a62a,Online,Contactless,None,Standard,Advance,8,On Time,17,1,6560,6560,No
8b9c227a-ca2d-4b06-8d5d,Online,Credit Card,None,Standard,Advance,13,On Time,16,24,6561,6561,No
7e49c9db-5efa-4d2e-a6b2,Online,Credit Card,None,Standard,Advance,13,On Time,16,24,6562,6562,No
b566058b-fefe-4ed9-9b54,Station,Credit Card,None,Standard,Advance,3,On Time,19,13,6563,6563,No
eabce4e0-d283-4630-a2b1,Online,Credit Card,None,Standard,Advance,22,On Time,1,17,6564,6564,No
c55c6772-524f-4862-b865,Online,Credit Card,None,Standard,Advance,5,On Time,2,3,6565,6565,No
2827a01a-288f-4f69-acca,Online,Credit Card,Disabled,Standard,Advance,4,On Time,32,7,6566,6566,No
45f7184f-4a63-4af4-bcd4,Station,Contactless,None,First Class,Advance,10,On Time,13,19,6567,6567,No
d6e4d540-6756-4c42-9e16,Online,Credit Card,None,Standard,Advance,35,On Time,15,32,6568,6568,No
7d3e5a3a-3c9e-40af-b3ed,Online,Credit Card,None,First Class,Advance,59,On Time,1,17,6569,6569,No
52bde7c8-6e5a-4f74-8ad9,Online,Credit Card,None,Standard,Advance,3,On Time,19,13,6570,6570,No
e6b78402-cea0-4bb6-a2e1,Station,Contactless,Senior,Standard,Off-Peak,7,On Time,14,1,6571,6571,No
636ae882-e82c-40a7-b06c,Online,Contactless,None,First Class,Off-Peak,80,On Time,17,1,6572,6572,No
d7d086e1-00e7-4102-aec7,Station,Credit Card,None,Standard,Advance,76,Delayed,13,14,6573,6573,No
e5b0f3fb-cbd6-4221-a5d4,Online,Credit Card,None,Standard,Advance,8,On Time,17,1,6574,6574,No
aff3326e-c262-4bbf-b17c,Online,Contactless,None,Standard,Advance,6,On Time,24,22,6575,6575,No
9c30b353-0288-4aaa-abde,Station,Credit Card,None,Standard,Advance,76,On Time,13,14,6576,6576,No
6718399a-bc42-4bb8-9cd2,Online,Credit Card,Disabled,Standard,Advance,48,On Time,14,19,6577,6577,No
e2b6083e-4432-40ff-9c1d,Online,Credit Card,Disabled,Standard,Advance,48,On Time,14,19,6578,6578,No
ecb7241c-d7a0-4cec-b4c9,Online,Contactless,None,Standard,Advance,6,Cancelled,24,22,6579,6579,No
ab0334db-b7fb-40d9-a0f2,Station,Credit Card,None,First Class,Advance,118,On Time,13,14,6580,6580,No
f72ea4f8-2037-48d6-968f,Station,Credit Card,None,First Class,Off-Peak,14,On Time,19,13,6581,6581,No
5ea2c859-0669-47ec-9504,Station,Credit Card,Adult,Standard,Advance,43,On Time,15,13,6582,6582,No
07d06097-866d-4d9e-a181,Online,Credit Card,Adult,Standard,Off-Peak,3,On Time,13,19,6583,6583,No
9b13ab9e-11a9-4e03-9269,Station,Credit Card,None,Standard,Advance,4,On Time,19,25,6584,6584,No
3702cee3-b4b3-49e1-9b83,Online,Contactless,None,Standard,Advance,7,On Time,14,1,6585,6585,No
8195c853-e89f-4614-bb52,Online,Contactless,None,Standard,Off-Peak,10,On Time,14,1,6586,6586,No
2ee7c98c-1f4f-45c2-a584,Station,Contactless,None,Standard,Advance,3,On Time,13,19,6587,6587,No
78430913-bbb6-40e7-a3c6,Online,Contactless,None,Standard,Advance,13,On Time,16,24,6588,6588,No
03979224-01be-448d-b1e9,Online,Contactless,None,Standard,Off-Peak,12,On Time,17,1,6589,6589,No
bb1396ce-dcd3-4017-9743,Online,Contactless,None,First Class,Off-Peak,80,On Time,17,1,6590,6590,No
63d71dfb-1fe5-451e-9a9b,Station,Debit Card,Adult,Standard,Off-Peak,11,Delayed,1,19,6591,6591,Yes
5134f248-3ff6-43fa-a586,Station,Credit Card,None,Standard,Advance,3,On Time,13,19,6592,6592,No
571e8b61-e3d3-4659-9017,Online,Contactless,Senior,First Class,Advance,6,On Time,19,13,6593,6593,No
68cb5d6f-7fed-4f5a-86da,Online,Credit Card,Disabled,Standard,Off-Peak,13,On Time,16,24,6594,6594,No
776d2145-d1de-444b-9ae2,Online,Credit Card,Disabled,Standard,Off-Peak,13,On Time,16,24,6595,6595,No
f439c43a-c085-46e2-931e,Station,Credit Card,None,Standard,Off-Peak,53,On Time,15,32,6596,6596,No
b6d9a24e-755c-4538-af49,Online,Contactless,None,Standard,Off-Peak,53,On Time,15,32,6597,6597,No
6ed5c9bd-c455-4e1c-a246,Station,Contactless,None,Standard,Off-Peak,10,On Time,14,1,6598,6598,No
ec2221fa-f72e-47b6-a093,Station,Contactless,None,Standard,Advance,8,On Time,17,1,6599,6599,No
3c7510c0-ca6a-4574-bde1,Online,Contactless,None,Standard,Advance,13,On Time,16,24,6600,6600,No
07556a51-5f65-48c1-8ac0,Online,Credit Card,None,Standard,Off-Peak,10,On Time,14,1,6601,6601,No
13dcfd0f-8460-4b99-aed4,Online,Contactless,None,Standard,Advance,35,On Time,15,32,6602,6602,No
7752526c-9242-42b4-967c,Station,Contactless,None,Standard,Off-Peak,19,On Time,16,24,6603,6603,No
0f87a8ab-05ce-44dd-a99f,Station,Credit Card,None,Standard,Advance,3,On Time,19,13,6604,6604,No
63be900a-899e-49a5-a010,Station,Contactless,None,Standard,Off-Peak,19,On Time,16,24,6605,6605,No
525defdf-4274-4afa-84ba,Station,Contactless,None,Standard,Off-Peak,19,On Time,16,24,6606,6606,No
fb39c6ab-f48d-443a-b7e9,Online,Credit Card,None,Standard,Advance,7,On Time,14,1,6607,6607,No
6955ee04-e88f-440f-a47d,Online,Credit Card,None,Standard,Off-Peak,128,On Time,19,16,6608,6608,No
72c29ba8-7c99-4aa6-b43e,Online,Credit Card,None,First Class,Off-Peak,162,On Time,14,19,6609,6609,No
f223c66b-92f2-48e7-948b,Online,Contactless,None,Standard,Off-Peak,128,On Time,19,16,6610,6610,No
b5b3f2d9-5c91-4149-9cc3,Station,Contactless,None,Standard,Advance,35,On Time,15,32,6611,6611,No
6ab31195-50e5-424e-a780,Station,Contactless,None,Standard,Advance,3,Delayed,19,13,6612,6612,No
362bdc92-df97-4ff0-bf52,Station,Credit Card,Adult,Standard,Advance,4,On Time,1,13,6613,6613,No
197ff1e5-7cb0-4f32-9c0d,Station,Contactless,None,Standard,Off-Peak,19,Cancelled,16,24,6614,6614,No
24e3750c-83ca-44aa-aea9,Online,Contactless,Senior,Standard,Off-Peak,3,On Time,19,13,6615,6615,No
422b1f23-9e1c-4a52-8ef5,Online,Credit Card,Adult,Standard,Advance,5,On Time,17,1,6616,6616,No
d48a87cd-6c3f-47dd-b6b9,Station,Contactless,None,First Class,Off-Peak,41,Cancelled,16,24,6617,6617,Yes
4e44eb83-852e-473f-96ea,Station,Credit Card,Adult,Standard,Off-Peak,13,On Time,16,24,6618,6618,No
5c9cd51c-7f51-42c7-a94f,Online,Contactless,None,Standard,Advance,7,On Time,14,1,6619,6619,No
4283b2c3-fd1c-4d8b-8fca,Online,Credit Card,None,Standard,Off-Peak,19,On Time,16,24,6620,6620,No
92cfbf0f-a1ef-4c69-bf66,Online,Contactless,None,First Class,Advance,54,On Time,17,1,6621,6621,No
b7cc765a-42d1-44f9-b18d,Online,Contactless,None,First Class,Advance,57,On Time,15,32,6622,6622,No
bd9a149c-7f26-4a42-92bc,Online,Contactless,None,Standard,Advance,8,On Time,17,1,6623,6623,No
765b216a-a901-41ec-8c43,Online,Credit Card,Senior,Standard,Off-Peak,3,On Time,19,13,6624,6624,No
024251f5-7ec9-452b-bd5c,Online,Contactless,None,Standard,Advance,8,On Time,17,1,6625,6625,No
c656ec3d-ab5a-48cf-8ef0,Online,Contactless,None,Standard,Advance,8,On Time,17,1,6626,6626,No
48da33e2-af51-419b-b8fa,Station,Credit Card,None,Standard,Advance,3,Cancelled,13,19,6627,6627,No
8669ef58-66a2-402e-afe2,Station,Contactless,None,Standard,Advance,35,On Time,15,32,6628,6628,No
b0e8fbda-8faa-47b1-a5f6,Online,Credit Card,Disabled,Standard,Off-Peak,7,On Time,14,1,6629,6629,No
a96fb307-f21a-4b7b-ae17,Online,Credit Card,None,Standard,Off-Peak,5,On Time,13,19,6630,6630,No
b256b82f-0590-49f8-bef5,Station,Credit Card,Adult,Standard,Anytime,17,On Time,16,24,6631,6631,No
cd50ff63-aeea-4565-acde,Station,Contactless,Senior,Standard,Anytime,3,On Time,19,13,6632,6632,No
4eee345e-5b45-412e-add6,Station,Credit Card,Adult,Standard,Anytime,9,On Time,14,1,6633,6633,No
f678d1f3-98ad-4e8f-9432,Station,Debit Card,Disabled,Standard,Anytime,9,On Time,14,1,6634,6634,No
9c051089-f204-400f-b2f8,Station,Debit Card,Disabled,Standard,Anytime,9,On Time,14,1,6635,6635,No
876e454f-72e9-45c5-9754,Station,Debit Card,Disabled,Standard,Anytime,9,On Time,14,1,6636,6636,No
ab5fb447-8464-4381-a211,Online,Contactless,None,Standard,Advance,7,On Time,14,1,6637,6637,No
3f1bc0cc-7de3-423f-965f,Online,Contactless,Adult,Standard,Anytime,3,On Time,19,13,6638,6638,No
2c8e0fe2-0668-4a45-b20c,Online,Contactless,Adult,Standard,Advance,5,On Time,17,1,6639,6639,No
4f56193b-d4e4-49bc-9577,Online,Contactless,None,Standard,Advance,3,On Time,13,19,6640,6640,No
6a8b13be-29a0-4f15-829b,Station,Contactless,Adult,Standard,Anytime,17,On Time,16,24,6641,6641,No
b13cefbf-826a-45ff-b45d,Station,Contactless,None,Standard,Advance,3,On Time,13,19,6642,6642,No
8a2129f5-3a69-498d-a5ed,Station,Contactless,Senior,Standard,Advance,2,On Time,19,13,6643,6643,No
60519a5b-eba4-40a4-a695,Station,Contactless,None,Standard,Advance,13,On Time,16,24,6644,6644,No
9062074f-cf68-42ef-aa92,Station,Contactless,None,First Class,Anytime,114,On Time,15,32,6645,6645,No
21cc345e-cb89-4d5a-9a08,Station,Debit Card,None,Standard,Off-Peak,43,Delayed,10,15,6646,6646,Yes
beb932a0-bb8f-4884-8acd,Station,Contactless,None,Standard,Anytime,70,On Time,15,32,6647,6647,No
b74816f8-1263-4223-a44c,Online,Credit Card,None,Standard,Advance,3,Cancelled,13,19,6648,6648,Yes
8c5186aa-7995-45a2-a288,Station,Credit Card,None,First Class,Advance,14,On Time,13,25,6649,6649,No
47e9b0f9-71f0-4905-a80b,Online,Credit Card,None,Standard,Advance,3,On Time,13,19,6650,6650,No
3f29349b-7370-497b-944f,Station,Credit Card,None,Standard,Anytime,5,On Time,19,13,6651,6651,No
81aa1bbe-3d05-4197-98b4,Station,Credit Card,Disabled,First Class,Anytime,144,Cancelled,14,19,6652,6652,Yes
8a151c79-5432-4eb4-b054,Online,Contactless,None,Standard,Anytime,6,On Time,13,19,6653,6653,No
d87cdf35-4311-4793-8bd7,Online,Contactless,Senior,Standard,Advance,2,On Time,19,13,6654,6654,No
59df40b1-adb6-4f6b-b581,Online,Contactless,None,Standard,Anytime,6,On Time,13,19,6655,6655,No
9fc64947-58f6-4119-92ed,Online,Contactless,None,Standard,Anytime,5,On Time,19,13,6656,6656,No
7e9dc022-1f61-4aa2-be51,Station,Credit Card,None,Standard,Anytime,5,On Time,19,13,6657,6657,No
2f303906-3e02-49e4-888b,Station,Credit Card,None,Standard,Anytime,5,On Time,19,13,6658,6658,No
fbf908a2-94c8-42a4-90c5,Online,Credit Card,Senior,Standard,Advance,56,On Time,19,14,6659,6659,No
b54b2860-27be-4e4f-9a5d,Online,Credit Card,Disabled,Standard,Advance,4,On Time,14,1,6660,6660,No
d65f2dda-0540-4c58-9bc4,Online,Credit Card,Disabled,Standard,Advance,4,On Time,14,1,6661,6661,No
cfe4e663-d070-497b-94e3,Online,Credit Card,None,Standard,Anytime,16,On Time,17,1,6662,6662,No
ac208454-0ce6-48fe-9a25,Online,Credit Card,Disabled,Standard,Advance,4,On Time,14,1,6663,6663,No
fd3e50d3-effa-4582-a946,Station,Contactless,None,Standard,Advance,35,On Time,15,32,6664,6664,No
e807df7d-59c2-435b-be7c,Station,Credit Card,Adult,Standard,Anytime,11,On Time,17,1,6665,6665,No
0cd6f89e-4de0-484c-9706,Online,Credit Card,None,Standard,Anytime,16,On Time,17,1,6666,6666,No
8cba0b1b-0b61-4349-9379,Station,Debit Card,None,Standard,Anytime,70,On Time,15,32,6667,6667,No
7c49a660-1211-45cd-9e67,Online,Contactless,Adult,Standard,Advance,4,On Time,14,1,6668,6668,No
b5265cd4-8e3e-4197-83b0,Online,Credit Card,None,Standard,Advance,3,On Time,19,13,6669,6669,No
82d9b0e2-ebb9-44bc-8cb8,Online,Credit Card,None,Standard,Anytime,25,On Time,16,24,6670,6670,No
a1e7a3aa-bc61-4cf0-ba8d,Online,Credit Card,None,Standard,Anytime,10,On Time,1,28,6671,6671,No
9d1fcc3b-c565-4862-a100,Online,Credit Card,None,Standard,Anytime,16,On Time,17,1,6672,6672,No
eb22fc83-a374-480d-8901,Online,Contactless,None,Standard,Advance,3,On Time,19,13,6673,6673,No
8f2f3ada-2577-4dcf-b796,Online,Credit Card,Senior,Standard,Anytime,11,On Time,13,5,6674,6674,No
e78889aa-75db-4fa6-a261,Station,Debit Card,Disabled,Standard,Advance,4,On Time,14,1,6675,6675,No
8fd5d4ed-3b75-4571-89b0,Station,Debit Card,Disabled,Standard,Advance,4,On Time,14,1,6676,6676,No
fb59a6c4-ab2b-4e27-8316,Station,Debit Card,Disabled,Standard,Advance,4,On Time,14,1,6677,6677,No
d14624b3-4861-47c5-bae5,Station,Debit Card,Disabled,Standard,Advance,4,On Time,14,1,6678,6678,No
d0077c67-9591-404c-8cc8,Station,Credit Card,Adult,Standard,Advance,4,On Time,14,1,6679,6679,No
792e4af5-7682-4db3-bff8,Online,Contactless,Adult,Standard,Off-Peak,10,On Time,13,11,6680,6680,No
e0973be3-2f6b-4fe3-90f5,Station,Credit Card,Adult,Standard,Advance,4,On Time,14,1,6681,6681,No
a15405e9-5c64-470a-87b3,Station,Debit Card,Disabled,Standard,Advance,5,On Time,17,1,6682,6682,No
4bba6b70-6d54-4528-8492,Station,Credit Card,Adult,Standard,Advance,4,On Time,14,1,6683,6683,No
97b88939-39d4-453d-a148,Online,Contactless,Adult,Standard,Advance,7,On Time,1,19,6684,6684,No
4835b2fe-85d6-4542-b0c0,Online,Contactless,Adult,Standard,Advance,2,On Time,19,13,6685,6685,No
b5e89382-d40d-432b-8b57,Online,Credit Card,None,Standard,Advance,7,On Time,14,1,6686,6686,No
d7766f63-615b-4eb1-9789,Station,Contactless,None,Standard,Off-Peak,53,On Time,15,32,6687,6687,No
8d9eef2d-cd28-494d-8742,Online,Credit Card,Senior,Standard,Anytime,3,On Time,19,13,6688,6688,No
36f81c4d-b306-4e76-8052,Online,Credit Card,Senior,Standard,Anytime,3,On Time,19,13,6689,6689,No
b1d0ff8c-5d05-4afa-a992,Station,Credit Card,Disabled,Standard,Advance,48,Cancelled,14,19,6690,6690,Yes
