Transaction ID,Purchase Type,Payment Method,Railcard,Ticket Class,Ticket Type,Price,Departure Station ID,Arrival Station ID,Time ID,Journey Status,Journey ID
4c47550a-6ba1-4430-bb84,Online,Contactless,,Standard,Advance,3,6,3,,On Time,
5a416d33-92df-4a34-b63d,Station,Contactless,Adult,Standard,Off-Peak,3,6,3,,Delayed,
093de191-21c0-459b-985e,Online,Contactless,Disabled,Standard,Anytime,48,2,11,,On Time,
1eaa444f-1b4d-4282-b7f4,Online,Credit Card,,Standard,Advance,35,2,5,,On Time,
f3cc9cb5-5cef-494e-a20e,Online,Debit Card,Senior,Standard,Advance,3,10,28,,Cancelled,
e4580193-6f7b-436b-bc0e,Online,Debit Card,Senior,First Class,Advance,18,1,10,,On Time,
90d01ba6-f36c-49e4-86ca,Station,Contactless,,Standard,Advance,35,2,5,,On Time,
d1ef5dcd-4bf5-428f-9a62,Online,Debit Card,Senior,First Class,Advance,18,1,10,,On Time,
d786d4e5-937c-428b-a947,Online,Credit Card,,First Class,Advance,52,4,7,,Cancelled,
0737c4b1-d9e9-4dc9-bcf8,Online,Credit Card,Disabled,Standard,Advance,4,5,20,,On Time,
acc9353c-92e9-400a-b998,Online,Credit Card,Disabled,Standard,Advance,4,5,20,,On Time,
78576cc9-8c5d-44e6-b9d3,Online,Credit Card,Adult,First Class,Advance,35,4,7,,Cancelled,
cf23fc51-5abe-4c6d-af0b,Online,Credit Card,,Standard,Advance,7,7,27,,On Time,
becf2533-e1d8-4ca0-bac8,Online,Credit Card,,Standard,Advance,13,1,10,,On Time,
cef6872e-e521-4d21-8110,Station,Credit Card,,Standard,Advance,3,3,6,,On Time,
7ca21050-32d8-45ee-8b3a,Online,Credit Card,,Standard,Advance,18,1,9,,On Time,
f40962f7-6e26-479d-8765,Station,Credit Card,,Standard,Advance,3,3,6,,On Time,
656c1107-a94f-4bb7-aa15,Online,Credit Card,,First Class,Advance,32,1,9,,On Time,
038df70d-bd22-4586-9c45,Online,Credit Card,,Standard,Advance,35,2,5,,On Time,
2c49a1a4-6d0b-4092-8e62,Online,Credit Card,,Standard,Advance,18,1,9,,On Time,
749cdb59-33b1-4e14-a729,Online,Credit Card,,Standard,Advance,13,1,10,,On Time,
ad643881-c6bb-40ac-8423,Online,Credit Card,,Standard,Advance,13,1,10,,On Time,
36c0fb28-5e32-436c-b79e,Online,Contactless,,First Class,Advance,27,1,10,,On Time,
9c84f1e1-b784-4042-9346,Online,Credit Card,,Standard,Advance,18,1,9,,On Time,
b52e0c4c-44ec-46d9-b18c,Online,Credit Card,,First Class,Advance,32,1,9,,On Time,
1c6cb5e9-954f-4340-b7d0,Online,Contactless,Adult,Standard,Advance,11,9,12,,On Time,
46256d1c-6bf3-4b0e-bc76,Online,Credit Card,,Standard,Advance,13,1,10,,On Time,
0a56f498-d360-49ca-853c,Online,Credit Card,Adult,Standard,Advance,2,3,6,,On Time,
25b6ec4e-2b0c-4242-a9a8,Station,Credit Card,,Standard,Off-Peak,4,6,3,,On Time,
a8c9f54f-ef1e-4203-8cd0,Online,Credit Card,,Standard,Advance,22,7,8,,On Time,
f40a4bc5-181c-4a1c-97ab,Online,Credit Card,Disabled,First Class,Advance,38,2,5,,On Time,
d2f78373-169a-4be4-8c40,Online,Credit Card,,Standard,Advance,3,3,6,,On Time,
e4a38a5b-ba2d-4254-b700,Online,Credit Card,,Standard,Advance,34,5,23,,On Time,
691f7c62-252a-453c-8046,Online,Credit Card,,Standard,Advance,8,8,7,,On Time,
2f4629a3-d2d2-4872-9386,Station,Credit Card,Disabled,Standard,Off-Peak,3,3,6,,On Time,
d0a93da3-8aa6-4272-a7e2,Online,Credit Card,,First Class,Advance,57,2,5,,On Time,
1f34edc7-f7c0-4037-9f3e,Online,Credit Card,,Standard,Advance,35,2,5,,On Time,
02e75691-0be1-4d44-b7ed,Online,Credit Card,,First Class,Advance,52,4,7,,On Time,
b18693be-3777-4e3f-9c78,Station,Credit Card,Disabled,First Class,Off-Peak,10,3,6,,On Time,
1888ac15-ce3a-4237-8ad0,Online,Credit Card,,Standard,Advance,9,10,21,,On Time,
fbf3b716-7e89-4aff-9de5,Online,Credit Card,,Standard,Advance,9,10,21,,On Time,
20046f81-d384-4842-bef7,Station,Credit Card,,Standard,Off-Peak,10,4,7,,On Time,
dedd6964-90f4-497b-9860,Station,Credit Card,Adult,Standard,Off-Peak,4,6,16,,On Time,
a7cb2400-2d73-4235-844e,Station,Credit Card,Senior,Standard,Off-Peak,7,4,7,,On Time,
ee22e7ec-acbc-4b3e-bbbf,Station,Credit Card,,Standard,Off-Peak,4,6,3,,On Time,
c89f0efd-1b14-45c4-b8b9,Online,Contactless,,Standard,Advance,6,10,9,,On Time,
7b0e1c79-f282-4b35-aab7,Online,Contactless,Adult,Standard,Off-Peak,65,1,3,,On Time,
67fa0082-09dd-4a13-8417,Online,Credit Card,Disabled,First Class,Advance,72,4,6,,On Time,
6559df23-dbd6-45e9-ad09,Online,Credit Card,Disabled,Standard,Advance,48,4,6,,On Time,
d3821378-e07e-4dad-89c6,Online,Contactless,,Standard,Off-Peak,5,6,16,,On Time,
ee45246f-2020-4ef2-97f5,Online,Contactless,,Standard,Off-Peak,12,8,7,,On Time,
bfcd905d-9723-4037-9964,Online,Contactless,,Standard,Advance,17,9,12,,On Time,
3e263348-81bd-4147-b62a,Station,Credit Card,,Standard,Advance,76,3,4,,On Time,
4f987ffe-7d1d-4899-9249,Online,Contactless,,Standard,Advance,6,10,9,,On Time,
562e50a9-2356-47c0-865c,Online,Credit Card,Adult,First Class,Advance,36,8,7,,On Time,
09de69a8-8277-49a1-9e2d,Online,Contactless,Disabled,First Class,Off-Peak,52,4,7,,On Time,
bd4b5083-6255-4b91-b856,Online,Credit Card,,Standard,Advance,72,4,6,,On Time,
bd79798c-2b36-4183-99e4,Online,Credit Card,,Standard,Advance,10,6,18,,On Time,
9568dc01-93a1-4376-bdcf,Station,Credit Card,,Standard,Off-Peak,10,4,7,,On Time,
af1b91ce-a571-47c9-b445,Online,Contactless,,Standard,Off-Peak,10,4,7,,Cancelled,
7c9a4320-d44f-4fca-9d34,Online,Credit Card,,Standard,Advance,84,6,4,,On Time,
d2a01ef4-e0bf-4df6-94e8,Online,Credit Card,,Standard,Off-Peak,12,8,7,,On Time,
1fc83f97-3381-446c-92a5,Online,Contactless,,Standard,Advance,13,1,10,,On Time,
68a65aeb-c5a7-48ce-a40e,Online,Credit Card,Disabled,Standard,Off-Peak,3,6,3,,On Time,
8e3e6f27-a4b7-40bf-badd,Online,Contactless,,Standard,Off-Peak,12,8,7,,On Time,
18d91885-851b-4e59-afdf,Online,Contactless,,Standard,Advance,13,1,10,,On Time,
b1141787-470d-4af4-94c9,Online,Credit Card,Disabled,Standard,Off-Peak,13,1,10,,On Time,
c0ee7139-4626-488c-a791,Online,Credit Card,Disabled,Standard,Off-Peak,13,1,10,,On Time,
298db48e-66fb-4302-b147,Online,Contactless,,Standard,Off-Peak,53,2,5,,On Time,
ea6d0d7b-f555-401f-900b,Online,Contactless,,Standard,Off-Peak,4,6,3,,On Time,
356cd0cd-57aa-419a-a0be,Online,Contactless,,Standard,Off-Peak,10,4,7,,On Time,
57a5bb69-06ea-46df-90e5,Station,Contactless,,Standard,Off-Peak,5,3,6,,On Time,
7e87e700-f61d-45f2-a750,Station,Credit Card,Disabled,First Class,Advance,7,3,6,,On Time,
62e441db-e3df-4859-b368,Station,Contactless,Senior,Standard,Off-Peak,3,6,3,,On Time,
3a98b33e-4e36-4ffc-a649,Online,Credit Card,,Standard,Advance,7,4,7,,On Time,
54c12ac5-c8ee-4652-9b2f,Station,Credit Card,Adult,Standard,Advance,10,6,5,,On Time,
870cb7f0-c775-4681-9061,Online,Contactless,,Standard,Advance,8,8,7,,On Time,
f723df70-d8ec-4965-8b85,Online,Contactless,Adult,Standard,Advance,43,1,3,,On Time,
1e301bbd-0f4a-474d-ad40,Station,Contactless,,Standard,Off-Peak,110,1,6,,On Time,
5fc38ff2-6e2c-40f8-8b1c,Online,Credit Card,Adult,Standard,Advance,2,3,6,,On Time,
75eeb12f-5af0-443c-9db0,Station,Credit Card,Adult,Standard,Off-Peak,13,1,10,,On Time,
6c0374c0-dc59-4647-877c,Online,Contactless,,Standard,Advance,35,2,5,,On Time,
44c0008e-5a69-4225-85d7,Online,Contactless,,Standard,Advance,7,4,7,,On Time,
2a48b21f-b0ba-45dc-965f,Online,Credit Card,Disabled,Standard,Advance,8,1,10,,On Time,
919b8942-23ac-48c8-80ee,Online,Contactless,,Standard,Advance,3,6,3,,Cancelled,
92134b3b-ac7d-4719-bbf9,Online,Credit Card,Senior,Standard,Advance,23,2,5,,On Time,
7825c7bd-5442-4f61-9f5d,Online,Contactless,,Standard,Advance,8,8,7,,On Time,
e94a5c17-ed4c-4bc4-9086,Online,Credit Card,,Standard,Advance,8,8,7,,On Time,
290802d9-627e-4791-ad69,Online,Contactless,,Standard,Off-Peak,19,1,10,,On Time,
33bc332b-8978-4658-bbfd,Online,Credit Card,Disabled,Standard,Off-Peak,7,4,7,,On Time,
be101c4a-4fa4-4bb0-b6ea,Online,Credit Card,Disabled,Standard,Off-Peak,7,4,7,,On Time,
648b0c9b-4eca-49bd-b5b5,Online,Credit Card,Disabled,Standard,Advance,8,1,10,,On Time,
1b1af7e9-74f6-4eb8-b5da,Online,Credit Card,Disabled,Standard,Off-Peak,35,2,5,,On Time,
bc3e774e-bfd6-4a86-b34e,Station,Credit Card,Adult,Standard,Anytime,9,4,7,,Delayed,
066fb9e5-ca7f-41b7-9afa,Station,Credit Card,Adult,Standard,Anytime,9,4,7,,Delayed,
bb9089f7-ccd3-4d10-88f9,Station,Credit Card,Adult,First Class,Anytime,69,4,7,,Delayed,
2cfb2b0c-6823-4039-afe6,Station,Debit Card,Disabled,Standard,Anytime,9,4,7,,Delayed,
4c3a59c0-d331-4c41-82d3,Station,Credit Card,Adult,Standard,Anytime,9,4,7,,Delayed,
951762fd-9a67-4e01-88e0,Station,Credit Card,Adult,First Class,Anytime,69,4,7,,Delayed,
4eb50238-9258-4050-8526,Online,Credit Card,Disabled,Standard,Advance,2,3,6,,On Time,
86767c15-b23a-4dd6-a0ca,Station,Credit Card,Adult,Standard,Anytime,9,4,7,,Delayed,
87977d80-8b38-4afc-b657,Station,Contactless,Senior,Standard,Advance,2,6,3,,On Time,
bbe109ff-26c0-4466-9ba2,Online,Contactless,Adult,Standard,Anytime,3,6,3,,Cancelled,
39521a3f-85cd-4626-9cae,Online,Contactless,Adult,Standard,Anytime,3,6,3,,Cancelled,
549abfe5-125e-4d9a-91da,Station,Contactless,,Standard,Advance,13,1,10,,On Time,
c085115f-5362-42bc-8216,Online,Credit Card,,Standard,Anytime,13,4,7,,On Time,
d06191c7-162b-41cf-a036,Online,Contactless,Adult,Standard,Anytime,31,8,26,,Cancelled,
c3707940-b18a-4e29-815e,Station,Debit Card,,Standard,Off-Peak,113,3,4,,Delayed,
de29ede2-896f-4e01-9500,Station,Credit Card,,Standard,Anytime,5,6,3,,On Time,
60c4e41c-7a08-4ec0-bc03,Station,Contactless,,Standard,Anytime,70,2,5,,Delayed,
f565572b-3299-473e-a26a,Online,Credit Card,,First Class,Advance,135,6,1,,On Time,
5a898a6b-403a-4653-be92,Station,Contactless,,Standard,Anytime,70,2,5,,Delayed,
4d153174-8c2c-4a0f-8bb8,Online,Credit Card,,Standard,Advance,3,3,6,,On Time,
8202981f-288d-4183-943e,Station,Contactless,,Standard,Anytime,70,2,5,,Delayed,
fdcd5327-b39c-4757-8bc4,Online,Credit Card,,Standard,Advance,86,6,1,,On Time,
bc057130-4995-452a-9702,Online,Credit Card,Adult,Standard,Advance,5,8,7,,On Time,
911c353d-f22b-435c-a671,Station,Credit Card,,Standard,Anytime,16,8,7,,On Time,
8730c417-80dc-4d6d-b3a9,Station,Contactless,,Standard,Advance,13,1,10,,On Time,
bdeda43c-d8bb-4cb3-8e65,Online,Credit Card,,Standard,Anytime,13,4,7,,On Time,
48d6040b-4902-4ec9-8a3c,Station,Credit Card,,Standard,Anytime,151,3,4,,On Time,
25ab4e3f-7f99-40d6-ae8f,Station,Contactless,,Standard,Anytime,70,2,5,,Delayed,
61aa390b-f58e-432f-bf2a,Station,Debit Card,,Standard,Advance,84,6,4,,Delayed,
09aa86ff-163d-4d32-973e,Station,Credit Card,Adult,Standard,Anytime,9,4,7,,On Time,
13a215f5-663d-45af-b43f,Station,Credit Card,Adult,Standard,Anytime,9,4,7,,On Time,
a8ce95a4-330e-48a3-b5b3,Online,Contactless,,Standard,Advance,3,6,3,,On Time,
50a96baf-cdbc-4ed6-ae12,Online,Credit Card,Senior,Standard,Advance,2,6,3,,On Time,
f299a57c-e317-4d4d-be6b,Station,Credit Card,,Standard,Advance,13,1,10,,On Time,
a9f263bf-5bef-4d8e-9657,Online,Credit Card,,Standard,Anytime,25,1,10,,Cancelled,
f32920bc-00b5-4c66-b470,Station,Contactless,Adult,Standard,Anytime,26,7,5,,On Time,
e3124447-5543-4b3e-9d29,Online,Credit Card,,Standard,Anytime,10,7,14,,On Time,
9c7096af-8a11-4b74-91ba,Online,Credit Card,,Standard,Anytime,16,8,7,,On Time,
3971e139-5df4-4d7c-90b5,Online,Credit Card,,Standard,Anytime,16,8,7,,On Time,
68762f8b-f8cf-419a-bd02,Online,Credit Card,,Standard,Anytime,16,8,7,,On Time,
d570e782-8577-463e-afc8,Online,Credit Card,,Standard,Anytime,13,7,27,,On Time,
5e12f303-2fe8-4e8a-904e,Online,Credit Card,,Standard,Anytime,16,8,7,,On Time,
a6a264e1-cd7a-4be5-a0bd,Online,Credit Card,,Standard,Anytime,13,7,27,,On Time,
82319746-bc49-4b02-b429,Online,Credit Card,,Standard,Anytime,16,8,7,,On Time,
88b49dfb-74ac-42c3-bbe4,Online,Credit Card,,First Class,Anytime,28,7,27,,On Time,
0a4568c9-f5b8-4c08-bbbb,Station,Debit Card,Disabled,Standard,Advance,4,4,7,,On Time,
4603537f-e7f7-49f2-bd3c,Station,Credit Card,Adult,Standard,Advance,4,4,7,,On Time,
f0914d2a-29d5-4765-8c2b,Station,Credit Card,Adult,Standard,Advance,23,2,5,,On Time,
31f9958b-3ce1-4f02-9fb9,Station,Debit Card,Disabled,Standard,Advance,4,4,7,,On Time,
e8a3a6ae-3aa6-4c33-9e90,Station,Debit Card,Disabled,Standard,Advance,4,4,7,,On Time,
cacfc8f9-20da-493d-b8aa,Online,Contactless,,Standard,Advance,7,4,7,,On Time,
eccab0f8-776b-4544-9294,Online,Contactless,Adult,First Class,Advance,6,6,3,,On Time,
de5c300b-e74d-4da7-828c,Online,Contactless,Adult,Standard,Advance,7,7,6,,On Time,
d6f327c1-6f07-44a0-baed,Online,Contactless,Adult,Standard,Advance,2,6,3,,On Time,
c7807687-3233-40f4-bd89,Online,Contactless,Adult,Standard,Advance,16,8,26,,On Time,
8cb1ed00-00dd-4460-a7c5,Online,Contactless,Adult,Standard,Advance,7,7,6,,On Time,
19c0a5f9-01b0-4417-9ba0,Station,Debit Card,Adult,Standard,Advance,56,6,4,,Delayed,
45c760ba-0a81-4c42-80b4,Station,Debit Card,Adult,Standard,Advance,50,3,4,,Delayed,
50ef7a67-b0f0-4912-84b8,Online,Credit Card,Adult,Standard,Off-Peak,3,6,3,,On Time,
8b46397d-83b3-4ce6-8f72,Online,Credit Card,,Standard,Off-Peak,5,3,6,,On Time,
22e96124-f60a-42c0-8467,Online,Contactless,,Standard,Advance,13,10,1,,On Time,
9ea795ef-bf28-45cc-8d7d,Online,Credit Card,,Standard,Off-Peak,8,7,3,,On Time,
232d7b4f-c710-43aa-bce0,Station,Credit Card,,Standard,Advance,3,6,3,,On Time,
4a091e1c-7416-47fc-9ee2,Station,Credit Card,Adult,Standard,Advance,4,4,7,,On Time,
19ad49b4-ae29-4436-bdee,Station,Credit Card,Adult,Standard,Advance,4,4,7,,On Time,
c7d7f866-16b7-47e3-baba,Station,Credit Card,,Standard,Advance,3,6,3,,On Time,
a7198f86-8373-4614-ae22,Station,Credit Card,,Standard,Advance,8,8,7,,On Time,
1accf5e1-872f-4aa5-8723,Station,Credit Card,,Standard,Off-Peak,19,1,10,,On Time,
6a7a32e7-e8f1-4be2-9d97,Station,Credit Card,Adult,First Class,Off-Peak,10,3,6,,On Time,
6ccc47fb-1b4b-43a2-b1c4,Station,Contactless,,Standard,Advance,7,4,7,,Cancelled,
5960d521-6aab-4e91-85b5,Station,Contactless,,Standard,Off-Peak,53,2,5,,On Time,
b16ae534-9026-452e-afe0,Online,Credit Card,,Standard,Advance,72,4,6,,On Time,
976a11b4-91c7-4730-becf,Online,Credit Card,,First Class,Advance,54,8,7,,On Time,
8ae495b2-5fd8-48b6-83e0,Station,Contactless,,Standard,Advance,35,2,5,,Cancelled,
48166402-7701-4cf2-a9e7,Online,Contactless,,Standard,Off-Peak,10,4,7,,On Time,
91d7daf0-934d-4a83-b03d,Online,Credit Card,,Standard,Advance,5,7,14,,On Time,
1496ece3-b412-44a6-aef0,Online,Credit Card,,Standard,Advance,8,8,7,,On Time,
2255fafb-08b1-48d4-a55f,Station,Contactless,,Standard,Advance,35,2,5,,Cancelled,
e011a755-4b66-4fda-a2d9,Station,Credit Card,,Standard,Advance,5,7,19,,On Time,
d65bddb5-23a8-461a-b8b2,Station,Contactless,,Standard,Advance,35,2,5,,Cancelled,
f4745cd4-2280-468e-9cfe,Station,Credit Card,,Standard,Advance,5,7,19,,On Time,
9c9160eb-8cfd-4c2e-aade,Station,Contactless,,Standard,Off-Peak,12,8,7,,On Time,
b49d47e2-1a3d-417f-ba6f,Station,Credit Card,Adult,Standard,Off-Peak,72,4,6,,On Time,
dae4f67f-3619-4a90-9d17,Station,Credit Card,,Standard,Advance,3,6,3,,Cancelled,
039753e2-d144-468a-8355,Online,Credit Card,,Standard,Advance,7,4,7,,On Time,
2ec9eb58-13da-48b6-bacb,Station,Credit Card,,Standard,Advance,13,1,10,,On Time,
afd82715-84b8-4d2d-9bcf,Station,Credit Card,,Standard,Advance,13,1,10,,On Time,
7016ccf3-72d0-4e2f-bf9d,Station,Credit Card,,Standard,Advance,3,3,6,,On Time,
9a6781cb-bbff-4c5e-85ed,Online,Credit Card,,Standard,Advance,72,4,6,,On Time,
67734558-961c-4fa4-a318,Station,Credit Card,,Standard,Advance,3,6,3,,On Time,
9069c672-7f9d-4f55-9a34,Station,Credit Card,,Standard,Advance,3,6,3,,On Time,
1df48628-7d52-40ec-99ad,Station,Credit Card,,Standard,Advance,3,6,3,,On Time,
18acbbcc-c7b4-4814-a02d,Station,Contactless,,Standard,Advance,3,3,6,,On Time,
8563b497-f5c9-40fe-823d,Station,Credit Card,,First Class,Advance,10,6,3,,On Time,
94b8db4f-f003-4057-8934,Online,Contactless,Adult,Standard,Advance,2,6,3,,On Time,
5a1af2f0-9360-47b6-a8bc,Station,Credit Card,,Standard,Advance,7,4,7,,On Time,
25e8b987-1135-4bde-8e6c,Station,Credit Card,,Standard,Advance,3,3,6,,On Time,
5cb020c8-9a91-4b56-ad8a,Station,Credit Card,,Standard,Advance,13,1,10,,On Time,
b60d51b4-bb69-4cad-9c9f,Station,Credit Card,Adult,Standard,Advance,2,3,6,,On Time,
2ddb606c-9635-4779-bcc6,Station,Credit Card,,Standard,Advance,13,1,10,,On Time,
2fd51024-cbe0-4f0a-a044,Station,Credit Card,,Standard,Advance,13,1,10,,On Time,
49a38ba2-eda0-48dd-b181,Station,Contactless,,Standard,Advance,3,3,6,,On Time,
d20680ce-1ec2-4dd4-933a,Online,Credit Card,,Standard,Advance,7,4,7,,On Time,
32942c16-729e-442f-abd6,Online,Contactless,,Standard,Advance,3,6,3,,On Time,
e5118790-a40a-4eb9-96b1,Online,Contactless,,Standard,Advance,7,4,7,,On Time,
0a877f76-aace-4c06-85df,Online,Contactless,Disabled,Standard,Off-Peak,3,3,6,,On Time,
01cca35d-0176-420d-b6a4,Online,Credit Card,,Standard,Advance,3,3,6,,On Time,
075be86a-609b-4d1d-b3d4,Station,Credit Card,Adult,Standard,Off-Peak,84,6,4,,On Time,
d582fef1-3935-48cf-85e6,Online,Contactless,,Standard,Advance,72,4,6,,On Time,
de917764-10ec-4bc6-9278,Online,Credit Card,,Standard,Off-Peak,128,6,1,,Cancelled,
c1b75548-4869-4fb5-b7b8,Station,Contactless,,Standard,Off-Peak,5,3,6,,On Time,
9195189b-7731-4a8c-a90b,Online,Credit Card,,Standard,Off-Peak,5,3,6,,On Time,
cde3460c-7e09-4d8c-a319,Online,Credit Card,,Standard,Off-Peak,10,4,7,,On Time,
2a8aec3a-3acd-416f-ab13,Online,Credit Card,,Standard,Off-Peak,5,3,6,,On Time,
67e708a6-53bf-4dc9-b8d3,Station,Credit Card,,Standard,Off-Peak,10,4,7,,On Time,
63e0a5d4-3248-4641-a318,Station,Credit Card,,First Class,Advance,135,6,1,,On Time,
ea8e24bd-95b3-45d2-8db4,Station,Contactless,Adult,Standard,Off-Peak,13,1,10,,On Time,
ebd5e332-025a-4941-82e7,Online,Contactless,Disabled,Standard,Off-Peak,8,5,13,,On Time,
564fd766-c287-46d3-880b,Online,Contactless,,Standard,Off-Peak,53,2,5,,On Time,
9429b9f4-3cd8-4fce-94b1,Station,Contactless,Adult,Standard,Advance,8,1,10,,On Time,
8d899659-0b75-4dd8-ac54,Online,Credit Card,,Standard,Off-Peak,19,1,10,,On Time,
769ce05b-59d1-42ff-8813,Online,Contactless,Disabled,Standard,Off-Peak,8,5,13,,On Time,
32772ff8-eff6-43c0-97c7,Online,Contactless,Adult,Standard,Advance,2,6,3,,On Time,
24dbe30e-ff0b-413e-a3f6,Online,Credit Card,Senior,Standard,Advance,2,3,6,,On Time,
51bdd1b9-cedf-41dd-8305,Online,Contactless,Adult,First Class,Advance,6,6,3,,On Time,
54124966-9c41-4863-ab07,Online,Contactless,Adult,Standard,Advance,2,6,3,,On Time,
0959772e-03ee-41a4-a524,Station,Credit Card,,Standard,Advance,3,3,6,,On Time,
6e575008-f28c-4dc0-b35c,Online,Credit Card,,Standard,Advance,13,1,10,,On Time,
d737aa7f-5c42-4f7f-8ef7,Online,Credit Card,,Standard,Advance,3,3,6,,On Time,
6f1058c7-928a-40b7-a0dc,Online,Contactless,,Standard,Off-Peak,4,6,3,,On Time,
c64f2407-c625-4899-a32b,Station,Contactless,Adult,Standard,Off-Peak,7,4,7,,On Time,
e94b46a9-4600-447b-aa6f,Station,Contactless,Disabled,Standard,Off-Peak,3,3,6,,On Time,
f91521d8-1022-4870-bc49,Station,Credit Card,,Standard,Advance,3,3,6,,On Time,
3d9a0fa8-048b-4a21-9590,Station,Contactless,Adult,Standard,Off-Peak,7,4,7,,On Time,
42fce6fd-91bf-4644-a7b5,Online,Credit Card,,Standard,Off-Peak,33,7,8,,On Time,
6e0ccb7b-5a5f-4c55-be5d,Online,Credit Card,,Standard,Off-Peak,33,7,8,,On Time,
8008355a-2211-4886-8281,Station,Credit Card,,Standard,Advance,8,8,7,,On Time,
d231ced1-1582-43af-81c2,Station,Credit Card,Adult,Standard,Off-Peak,76,3,4,,On Time,
36fd8483-c0d8-42c6-b93b,Online,Credit Card,,Standard,Advance,12,6,22,,On Time,
10f69348-0e5e-495a-87e0,Online,Contactless,,Standard,Off-Peak,53,2,5,,On Time,
610c6ca3-95b7-4d6f-8644,Online,Credit Card,Adult,Standard,Anytime,4,3,6,,On Time,
164d45f3-1271-4019-9dd0,Online,Credit Card,,Standard,Anytime,6,3,6,,On Time,
e78c3b8f-a32a-4a57-aa9f,Online,Credit Card,,Standard,Anytime,70,2,5,,On Time,
c0b90457-0933-47de-9a72,Online,Debit Card,Senior,Standard,Anytime,17,1,10,,On Time,
404e63af-cd33-4cc5-b24f,Online,Credit Card,Senior,Standard,Anytime,3,6,3,,Cancelled,
6758a52d-e7ac-463b-b19f,Online,Contactless,,Standard,Anytime,5,6,3,,On Time,
53aeccf2-8123-4391-933d,Online,Credit Card,Adult,First Class,Anytime,69,4,7,,Cancelled,
70bdf0c7-c6b1-4ce1-b4be,Online,Contactless,,Standard,Advance,35,2,5,,On Time,
19567e51-08d2-4651-b41f,Online,Credit Card,Disabled,Standard,Anytime,7,5,20,,On Time,
2a893ba5-677e-4329-b394,Online,Credit Card,Disabled,Standard,Anytime,29,7,8,,On Time,
2f2b419e-e17f-4aa3-8406,Online,Credit Card,Disabled,Standard,Anytime,29,7,8,,On Time,
708da457-2bce-4b41-a6ed,Online,Credit Card,Disabled,Standard,Anytime,29,7,8,,On Time,
94fd69fd-a6d0-4c8d-8b99,Station,Credit Card,,Standard,Anytime,16,8,7,,On Time,
2355d8dd-1d73-4202-9e3f,Online,Credit Card,Disabled,Standard,Anytime,29,7,8,,On Time,
e255adde-38f1-4648-b618,Online,Contactless,,Standard,Advance,7,4,7,,On Time,
d2d06f45-ff90-465e-b185,Online,Contactless,,Standard,Advance,35,2,5,,On Time,
faf31086-4150-4ce1-a83f,Station,Contactless,Adult,Standard,Anytime,47,2,5,,On Time,
bc086777-1e7e-420c-be36,Station,Contactless,Adult,Standard,Anytime,47,2,5,,On Time,
fcdfc55d-5f01-4c71-bab4,Online,Contactless,Adult,Standard,Anytime,23,9,12,,On Time,
bdc36d94-4451-4e86-8b77,Station,Contactless,Adult,Standard,Advance,4,4,7,,On Time,
d86878c7-13ff-4386-b4df,Station,Contactless,Disabled,Standard,Advance,2,3,6,,On Time,
4d56270d-4645-4207-9f45,Station,Contactless,Adult,Standard,Advance,4,4,7,,On Time,
079c38cb-921f-4e70-82ee,Station,Contactless,Adult,Standard,Advance,4,4,7,,On Time,
429b9029-65e3-4f1c-946a,Online,Contactless,,Standard,Advance,35,2,5,,On Time,
f71ace2a-18ad-433c-9124,Station,Contactless,,Standard,Advance,8,8,7,,On Time,
64655a6c-1738-44c6-a70f,Station,Contactless,,Standard,Advance,8,8,7,,On Time,
e1799ed6-b158-4dac-9593,Online,Credit Card,Disabled,Standard,Anytime,45,5,23,,On Time,
c1e93f13-0757-4a06-8fde,Online,Contactless,,Standard,Advance,35,2,5,,On Time,
64f915db-0841-47ca-bef7,Station,Credit Card,,Standard,Anytime,151,3,4,,On Time,
ba752c54-fcf4-43e0-bcd6,Online,Debit Card,,Standard,Anytime,143,4,6,,On Time,
746d4f7c-306a-4d6d-9e47,Station,Credit Card,,Standard,Anytime,16,8,7,,On Time,
e1238f22-500e-4abd-bd78,Station,Credit Card,,Standard,Anytime,151,3,4,,On Time,
211d9a09-66a1-4cb0-8df7,Online,Credit Card,Disabled,First Class,Anytime,144,4,6,,On Time,
fc32d4a0-52aa-442e-b0ca,Station,Credit Card,,Standard,Anytime,151,3,4,,On Time,
9fc4cada-c964-403e-9ecb,Station,Credit Card,,Standard,Anytime,151,3,4,,On Time,
b475f6f9-15f2-4fb3-9021,Station,Credit Card,,Standard,Anytime,13,4,7,,Delayed,
207459cb-d3c8-4fa9-a6bf,Online,Credit Card,,Standard,Anytime,5,6,3,,On Time,
62e202f0-4039-472c-bb54,Online,Credit Card,,Standard,Anytime,30,5,3,,On Time,
3339a474-f431-4313-835b,Online,Credit Card,,Standard,Advance,22,7,8,,On Time,
803aeb20-0f7d-4fd8-b564,Online,Credit Card,,Standard,Anytime,25,1,10,,On Time,
ff6d7e48-b05c-4a09-8e42,Online,Credit Card,,Standard,Anytime,35,1,9,,On Time,
d15ed29c-6966-4e7e-99d7,Station,Contactless,Adult,Standard,Off-Peak,10,6,18,,Delayed,
73c53285-4d2f-4a7e-beff,Online,Contactless,,First Class,Off-Peak,41,1,10,,On Time,
8d4d3ad1-2338-404c-9789,Online,Contactless,,Standard,Advance,3,6,3,,On Time,
4179ce67-e175-4993-beae,Online,Contactless,,Standard,Advance,3,6,3,,On Time,
