Journey ID,Journey_Date,Departure Time,Arrival Time,Actual Arrival Time,Reason for Delay,key
2237,1/16/2024,17:15:00,17:45:00,17:45:00,no delay,2024-01-16 17:15:00 17:45:00 17:45:00 no delay
2238,1/15/2024,20:30:00,21:50:00,21:50:00,no delay,2024-01-15 20:30:00 21:50:00 21:50:00 no delay
2239,1/16/2024,18:45:00,19:15:00,19:15:00,no delay,2024-01-16 18:45:00 19:15:00 19:15:00 no delay
2240,1/16/2024,18:45:00,19:45:00,19:45:00,no delay,2024-01-16 18:45:00 19:45:00 19:45:00 no delay
2241,1/16/2024,17:45:00,19:05:00,19:05:00,no delay,2024-01-16 17:45:00 19:05:00 19:05:00 no delay
2242,1/16/2024,17:45:00,18:15:00,19:12:00,Staffing,2024-01-16 17:45:00 18:15:00 19:12:00 Staffing
2243,1/16/2024,17:45:00,18:30:00,18:30:00,no delay,2024-01-16 17:45:00 18:30:00 18:30:00 no delay
2244,1/15/2024,21:15:00,22:35:00,22:35:00,no delay,2024-01-15 21:15:00 22:35:00 22:35:00 no delay
2245,1/15/2024,21:30:00,22:00:00,22:00:00,no delay,2024-01-15 21:30:00 22:00:00 22:00:00 no delay
2246,1/16/2024,18:30:00,19:50:00,19:50:00,no delay,2024-01-16 18:30:00 19:50:00 19:50:00 no delay
2247,1/15/2024,21:30:00,23:20:00,23:20:00,no delay,2024-01-15 21:30:00 23:20:00 23:20:00 no delay
2248,1/16/2024,18:45:00,20:05:00,20:05:00,no delay,2024-01-16 18:45:00 20:05:00 20:05:00 no delay
2249,1/16/2024,18:45:00,19:00:00,19:00:00,no delay,2024-01-16 18:45:00 19:00:00 19:00:00 no delay
2250,1/16/2024,17:45:00,19:35:00,19:35:00,no delay,2024-01-16 17:45:00 19:35:00 19:35:00 no delay
2251,1/16/2024,18:45:00,19:05:00,19:05:00,no delay,2024-01-16 18:45:00 19:05:00 19:05:00 no delay
2252,1/16/2024,17:45:00,18:45:00,18:45:00,no delay,2024-01-16 17:45:00 18:45:00 18:45:00 no delay
2253,1/16/2024,19:00:00,20:20:00,20:20:00,no delay,2024-01-16 19:00:00 20:20:00 20:20:00 no delay
2254,1/15/2024,22:15:00,23:45:00,23:45:00,no delay,2024-01-15 22:15:00 23:45:00 23:45:00 no delay
2255,1/16/2024,20:00:00,21:50:00,21:50:00,no delay,2024-01-16 20:00:00 21:50:00 21:50:00 no delay
2256,1/16/2024,20:15:00,20:45:00,20:45:00,no delay,2024-01-16 20:15:00 20:45:00 20:45:00 no delay
2257,2/5/2024,20:15:00,20:45:00,20:45:00,no delay,2024-02-05 20:15:00 20:45:00 20:45:00 no delay
2258,1/16/2024,20:15:00,22:05:00,22:05:00,no delay,2024-01-16 20:15:00 22:05:00 22:05:00 no delay
2259,1/16/2024,0:00:00,1:30:00,1:30:00,no delay,2024-01-16 00:00:00 01:30:00 01:30:00 no delay
2260,1/16/2024,0:30:00,1:00:00,1:00:00,no delay,2024-01-16 00:30:00 01:00:00 01:00:00 no delay
2261,1/16/2024,21:30:00,22:50:00,22:50:00,no delay,2024-01-16 21:30:00 22:50:00 22:50:00 no delay
2262,1/16/2024,22:15:00,0:05:00,0:05:00,no delay,2024-01-16 22:15:00 00:05:00 00:05:00 no delay
2263,1/16/2024,22:30:00,23:00:00,23:00:00,no delay,2024-01-16 22:30:00 23:00:00 23:00:00 no delay
2264,1/17/2024,22:30:00,23:15:00,23:15:00,no delay,2024-01-17 22:30:00 23:15:00 23:15:00 no delay
2265,1/17/2024,22:30:00,23:00:00,23:00:00,no delay,2024-01-17 22:30:00 23:00:00 23:00:00 no delay
2266,1/16/2024,1:30:00,2:00:00,2:51:00,Signal Failure,2024-01-16 01:30:00 02:00:00 02:51:00 Signal Failure
2267,1/17/2024,23:45:00,0:15:00,0:15:00,no delay,2024-01-17 23:45:00 00:15:00 00:15:00 no delay
2268,1/16/2024,23:45:00,0:15:00,0:15:00,no delay,2024-01-16 23:45:00 00:15:00 00:15:00 no delay
2269,1/17/2024,22:45:00,0:05:00,0:05:00,no delay,2024-01-17 22:45:00 00:05:00 00:05:00 no delay
2270,1/16/2024,23:00:00,0:00:00,0:00:00,no delay,2024-01-16 23:00:00 00:00:00 00:00:00 no delay
2271,1/16/2024,2:00:00,3:00:00,3:00:00,no delay,2024-01-16 02:00:00 03:00:00 03:00:00 no delay
2272,1/16/2024,23:45:00,1:35:00,1:35:00,no delay,2024-01-16 23:45:00 01:35:00 01:35:00 no delay
2273,1/17/2024,23:45:00,1:05:00,1:05:00,no delay,2024-01-17 23:45:00 01:05:00 01:05:00 no delay
2274,1/16/2024,23:45:00,2:00:00,2:00:00,no delay,2024-01-16 23:45:00 02:00:00 02:00:00 no delay
2275,1/16/2024,23:45:00,0:35:00,0:35:00,no delay,2024-01-16 23:45:00 00:35:00 00:35:00 no delay
2276,1/16/2024,2:45:00,4:35:00,4:35:00,no delay,2024-01-16 02:45:00 04:35:00 04:35:00 no delay
2277,1/16/2024,2:45:00,3:15:00,3:15:00,no delay,2024-01-16 02:45:00 03:15:00 03:15:00 no delay
2278,1/17/2024,23:45:00,0:45:00,0:45:00,no delay,2024-01-17 23:45:00 00:45:00 00:45:00 no delay
2279,1/17/2024,0:15:00,0:45:00,0:45:00,no delay,2024-01-17 00:15:00 00:45:00 00:45:00 no delay
2280,1/16/2024,3:30:00,5:20:00,5:20:00,no delay,2024-01-16 03:30:00 05:20:00 05:20:00 no delay
2281,1/16/2024,3:30:00,5:00:00,5:00:00,no delay,2024-01-16 03:30:00 05:00:00 05:00:00 no delay
2282,2/6/2024,1:15:00,2:35:00,2:35:00,no delay,2024-02-06 01:15:00 02:35:00 02:35:00 no delay
2283,1/17/2024,1:30:00,2:50:00,2:50:00,no delay,2024-01-17 01:30:00 02:50:00 02:50:00 no delay
2284,1/17/2024,1:30:00,2:00:00,2:00:00,no delay,2024-01-17 01:30:00 02:00:00 02:00:00 no delay
2285,1/17/2024,1:45:00,4:00:00,4:00:00,no delay,2024-01-17 01:45:00 04:00:00 04:00:00 no delay
2286,1/17/2024,1:45:00,3:00:00,3:00:00,no delay,2024-01-17 01:45:00 03:00:00 03:00:00 no delay
2287,1/17/2024,2:00:00,3:00:00,3:00:00,no delay,2024-01-17 02:00:00 03:00:00 03:00:00 no delay
2288,1/16/2024,5:00:00,5:45:00,5:45:00,no delay,2024-01-16 05:00:00 05:45:00 05:45:00 no delay
2289,1/16/2024,5:00:00,6:50:00,6:50:00,no delay,2024-01-16 05:00:00 06:50:00 06:50:00 no delay
2290,1/17/2024,2:15:00,3:35:00,3:35:00,no delay,2024-01-17 02:15:00 03:35:00 03:35:00 no delay
2291,1/16/2024,5:30:00,6:30:00,6:50:00,Staff Shortage,2024-01-16 05:30:00 06:30:00 06:50:00 Staff Shortage
2292,1/17/2024,3:00:00,5:30:00,6:09:00,Staff Shortage,2024-01-17 03:00:00 05:30:00 06:09:00 Staff Shortage
2293,1/16/2024,6:15:00,8:05:00,8:05:00,no delay,2024-01-16 06:15:00 08:05:00 08:05:00 no delay
2294,1/17/2024,3:30:00,4:00:00,4:00:00,no delay,2024-01-17 03:30:00 04:00:00 04:00:00 no delay
2295,1/17/2024,3:45:00,5:05:00,5:05:00,no delay,2024-01-17 03:45:00 05:05:00 05:05:00 no delay
2296,1/16/2024,6:45:00,8:05:00,8:05:00,no delay,2024-01-16 06:45:00 08:05:00 08:05:00 no delay
2297,1/17/2024,4:00:00,5:00:00,5:00:00,no delay,2024-01-17 04:00:00 05:00:00 05:00:00 no delay
2298,1/16/2024,7:15:00,8:35:00,8:35:00,no delay,2024-01-16 07:15:00 08:35:00 08:35:00 no delay
2299,1/16/2024,7:30:00,8:50:00,8:50:00,no delay,2024-01-16 07:30:00 08:50:00 08:50:00 no delay
2300,1/16/2024,8:00:00,8:25:00,8:25:00,no delay,2024-01-16 08:00:00 08:25:00 08:25:00 no delay
2301,1/17/2024,5:00:00,6:50:00,6:50:00,no delay,2024-01-17 05:00:00 06:50:00 06:50:00 no delay
2302,1/17/2024,5:00:00,5:45:00,5:45:00,no delay,2024-01-17 05:00:00 05:45:00 05:45:00 no delay
2303,1/16/2024,8:15:00,9:00:00,9:00:00,no delay,2024-01-16 08:15:00 09:00:00 09:00:00 no delay
2304,1/17/2024,5:45:00,6:15:00,6:29:00,Signal Failure,2024-01-17 05:45:00 06:15:00 06:29:00 Signal Failure
2305,1/16/2024,9:15:00,10:15:00,10:15:00,no delay,2024-01-16 09:15:00 10:15:00 10:15:00 no delay
2306,1/17/2024,6:15:00,6:45:00,6:45:00,no delay,2024-01-17 06:15:00 06:45:00 06:45:00 no delay
2307,1/17/2024,6:15:00,7:15:00,7:15:00,no delay,2024-01-17 06:15:00 07:15:00 07:15:00 no delay
2308,1/17/2024,6:30:00,8:00:00,8:00:00,no delay,2024-01-17 06:30:00 08:00:00 08:00:00 no delay
2309,1/17/2024,6:30:00,7:50:00,7:50:00,no delay,2024-01-17 06:30:00 07:50:00 07:50:00 no delay
2310,1/17/2024,7:30:00,9:20:00,9:20:00,no delay,2024-01-17 07:30:00 09:20:00 09:20:00 no delay
2311,2/1/2024,6:30:00,7:50:00,7:50:00,no delay,2024-02-01 06:30:00 07:50:00 07:50:00 no delay
2312,1/17/2024,7:45:00,8:45:00,8:45:00,no delay,2024-01-17 07:45:00 08:45:00 08:45:00 no delay
2313,1/17/2024,7:45:00,9:35:00,9:35:00,no delay,2024-01-17 07:45:00 09:35:00 09:35:00 no delay
2314,1/17/2024,6:45:00,8:35:00,8:35:00,no delay,2024-01-17 06:45:00 08:35:00 08:35:00 no delay
2315,1/17/2024,6:45:00,8:05:00,8:05:00,no delay,2024-01-17 06:45:00 08:05:00 08:05:00 no delay
2316,1/17/2024,7:45:00,9:15:00,9:15:00,no delay,2024-01-17 07:45:00 09:15:00 09:15:00 no delay
2317,1/17/2024,7:15:00,8:35:00,8:35:00,no delay,2024-01-17 07:15:00 08:35:00 08:35:00 no delay
2318,1/17/2024,7:30:00,8:40:00,8:40:00,no delay,2024-01-17 07:30:00 08:40:00 08:40:00 no delay
2319,1/16/2024,10:30:00,11:50:00,11:50:00,no delay,2024-01-16 10:30:00 11:50:00 11:50:00 no delay
2320,1/17/2024,7:30:00,8:00:00,8:00:00,no delay,2024-01-17 07:30:00 08:00:00 08:00:00 no delay
2321,1/16/2024,11:00:00,12:20:00,16:50:00,Technical Issue,2024-01-16 11:00:00 12:20:00 16:50:00 Technical Issue
2322,1/17/2024,8:00:00,9:20:00,9:20:00,no delay,2024-01-17 08:00:00 09:20:00 09:20:00 no delay
2323,1/17/2024,8:00:00,9:50:00,10:38:00,Weather,2024-01-17 08:00:00 09:50:00 10:38:00 Weather
2324,1/16/2024,11:00:00,12:50:00,12:50:00,no delay,2024-01-16 11:00:00 12:50:00 12:50:00 no delay
2325,1/17/2024,8:00:00,10:15:00,11:13:00,Weather,2024-01-17 08:00:00 10:15:00 11:13:00 Weather
2326,1/17/2024,8:00:00,9:50:00,9:50:00,no delay,2024-01-17 08:00:00 09:50:00 09:50:00 no delay
2327,1/17/2024,8:00:00,9:30:00,9:30:00,no delay,2024-01-17 08:00:00 09:30:00 09:30:00 no delay
2328,2/3/2024,8:15:00,9:35:00,9:35:00,no delay,2024-02-03 08:15:00 09:35:00 09:35:00 no delay
2329,1/17/2024,8:15:00,9:00:00,9:00:00,no delay,2024-01-17 08:15:00 09:00:00 09:00:00 no delay
2330,1/16/2024,11:45:00,13:35:00,13:35:00,no delay,2024-01-16 11:45:00 13:35:00 13:35:00 no delay
2331,1/16/2024,11:45:00,13:05:00,13:05:00,no delay,2024-01-16 11:45:00 13:05:00 13:05:00 no delay
2332,1/17/2024,8:45:00,9:45:00,9:45:00,no delay,2024-01-17 08:45:00 09:45:00 09:45:00 no delay
2333,1/17/2024,8:45:00,10:35:00,10:35:00,no delay,2024-01-17 08:45:00 10:35:00 10:35:00 no delay
2334,1/17/2024,9:00:00,9:30:00,10:21:00,Signal Failure,2024-01-17 09:00:00 09:30:00 10:21:00 Signal Failure
2335,1/17/2024,9:00:00,10:50:00,10:50:00,no delay,2024-01-17 09:00:00 10:50:00 10:50:00 no delay
2336,1/16/2024,12:00:00,13:20:00,13:20:00,no delay,2024-01-16 12:00:00 13:20:00 13:20:00 no delay
2337,1/17/2024,9:00:00,9:45:00,12:14:00,Signal Failure,2024-01-17 09:00:00 09:45:00 12:14:00 Signal Failure
2338,1/16/2024,12:15:00,13:35:00,13:35:00,no delay,2024-01-16 12:15:00 13:35:00 13:35:00 no delay
2339,1/16/2024,12:30:00,13:00:00,13:00:00,no delay,2024-01-16 12:30:00 13:00:00 13:00:00 no delay
2340,1/16/2024,12:45:00,15:15:00,15:15:00,no delay,2024-01-16 12:45:00 15:15:00 15:15:00 no delay
2341,1/16/2024,13:00:00,14:20:00,14:20:00,no delay,2024-01-16 13:00:00 14:20:00 14:20:00 no delay
2342,1/16/2024,13:00:00,14:50:00,14:50:00,no delay,2024-01-16 13:00:00 14:50:00 14:50:00 no delay
2343,1/17/2024,10:15:00,12:05:00,12:05:00,no delay,2024-01-17 10:15:00 12:05:00 12:05:00 no delay
2344,1/16/2024,13:30:00,14:00:00,14:00:00,no delay,2024-01-16 13:30:00 14:00:00 14:00:00 no delay
2345,1/16/2024,13:45:00,14:30:00,14:30:00,no delay,2024-01-16 13:45:00 14:30:00 14:30:00 no delay
2346,1/16/2024,14:00:00,15:00:00,15:00:00,no delay,2024-01-16 14:00:00 15:00:00 15:00:00 no delay
2347,1/17/2024,11:00:00,12:20:00,12:20:00,no delay,2024-01-17 11:00:00 12:20:00 12:20:00 no delay
2348,1/17/2024,11:00:00,11:30:00,13:41:00,Staff Shortage,2024-01-17 11:00:00 11:30:00 13:41:00 Staff Shortage
2349,1/17/2024,11:15:00,11:45:00,11:45:00,no delay,2024-01-17 11:15:00 11:45:00 11:45:00 no delay
2350,1/17/2024,11:45:00,12:45:00,12:45:00,no delay,2024-01-17 11:45:00 12:45:00 12:45:00 no delay
2351,1/16/2024,14:45:00,16:35:00,16:35:00,no delay,2024-01-16 14:45:00 16:35:00 16:35:00 no delay
2352,1/16/2024,15:30:00,16:50:00,16:50:00,no delay,2024-01-16 15:30:00 16:50:00 16:50:00 no delay
2353,1/17/2024,12:30:00,13:50:00,13:50:00,no delay,2024-01-17 12:30:00 13:50:00 13:50:00 no delay
2354,1/17/2024,12:30:00,13:00:00,13:00:00,no delay,2024-01-17 12:30:00 13:00:00 13:00:00 no delay
2355,1/16/2024,15:30:00,17:00:00,17:00:00,no delay,2024-01-16 15:30:00 17:00:00 17:00:00 no delay
2356,1/16/2024,15:45:00,17:05:00,17:05:00,no delay,2024-01-16 15:45:00 17:05:00 17:05:00 no delay
2357,1/16/2024,15:45:00,16:15:00,16:15:00,no delay,2024-01-16 15:45:00 16:15:00 16:15:00 no delay
2358,1/16/2024,16:00:00,16:30:00,16:30:00,no delay,2024-01-16 16:00:00 16:30:00 16:30:00 no delay
2359,1/17/2024,13:00:00,14:20:00,14:20:00,no delay,2024-01-17 13:00:00 14:20:00 14:20:00 no delay
2360,1/17/2024,13:00:00,14:50:00,14:50:00,no delay,2024-01-17 13:00:00 14:50:00 14:50:00 no delay
2361,1/16/2024,16:15:00,18:05:00,18:05:00,no delay,2024-01-16 16:15:00 18:05:00 18:05:00 no delay
2362,1/17/2024,13:15:00,13:45:00,13:45:00,no delay,2024-01-17 13:15:00 13:45:00 13:45:00 no delay
2363,1/17/2024,13:15:00,14:35:00,14:35:00,no delay,2024-01-17 13:15:00 14:35:00 14:35:00 no delay
2364,1/17/2024,13:30:00,13:55:00,13:55:00,no delay,2024-01-17 13:30:00 13:55:00 13:55:00 no delay
2365,1/16/2024,15:30:00,19:50:00,19:52:00,Staffing,2024-01-16 15:30:00 19:50:00 19:52:00 Staffing
2366,1/16/2024,16:30:00,17:30:00,17:30:00,no delay,2024-01-16 16:30:00 17:30:00 17:30:00 no delay
2367,1/17/2024,13:45:00,14:45:00,14:45:00,no delay,2024-01-17 13:45:00 14:45:00 14:45:00 no delay
2368,1/17/2024,13:45:00,15:00:00,15:00:00,no delay,2024-01-17 13:45:00 15:00:00 15:00:00 no delay
2369,1/17/2024,14:00:00,15:00:00,15:00:00,no delay,2024-01-17 14:00:00 15:00:00 15:00:00 no delay
2370,1/16/2024,17:00:00,18:50:00,18:50:00,no delay,2024-01-16 17:00:00 18:50:00 18:50:00 no delay
2371,1/17/2024,14:00:00,15:20:00,15:20:00,no delay,2024-01-17 14:00:00 15:20:00 15:20:00 no delay
2372,1/16/2024,17:15:00,18:45:00,18:45:00,no delay,2024-01-16 17:15:00 18:45:00 18:45:00 no delay
2373,1/17/2024,14:15:00,14:45:00,14:45:00,no delay,2024-01-17 14:15:00 14:45:00 14:45:00 no delay
2374,1/16/2024,17:15:00,17:40:00,17:40:00,no delay,2024-01-16 17:15:00 17:40:00 17:40:00 no delay
2375,1/16/2024,17:30:00,18:00:00,18:00:00,no delay,2024-01-16 17:30:00 18:00:00 18:00:00 no delay
2376,2/2/2024,15:30:00,17:45:00,17:56:00,Staffing,2024-02-02 15:30:00 17:45:00 17:56:00 Staffing
2377,1/17/2024,14:30:00,15:50:00,15:50:00,no delay,2024-01-17 14:30:00 15:50:00 15:50:00 no delay
2378,1/17/2024,15:00:00,16:00:00,16:00:00,no delay,2024-01-17 15:00:00 16:00:00 16:00:00 no delay
2379,1/17/2024,15:15:00,16:35:00,16:50:00,Weather Conditions,2024-01-17 15:15:00 16:35:00 16:50:00 Weather Conditions
2380,1/16/2024,17:30:00,19:45:00,20:04:00,Technical Issue,2024-01-16 17:30:00 19:45:00 20:04:00 Technical Issue
2381,1/16/2024,18:30:00,19:00:00,19:00:00,no delay,2024-01-16 18:30:00 19:00:00 19:00:00 no delay
2382,1/17/2024,15:45:00,16:15:00,16:15:00,no delay,2024-01-17 15:45:00 16:15:00 16:15:00 no delay
2383,1/16/2024,18:45:00,20:35:00,20:35:00,no delay,2024-01-16 18:45:00 20:35:00 20:35:00 no delay
2384,1/17/2024,16:00:00,17:20:00,17:20:00,no delay,2024-01-17 16:00:00 17:20:00 17:20:00 no delay
2385,1/17/2024,16:00:00,17:50:00,17:50:00,no delay,2024-01-17 16:00:00 17:50:00 17:50:00 no delay
2386,1/17/2024,16:15:00,17:35:00,17:35:00,no delay,2024-01-17 16:15:00 17:35:00 17:35:00 no delay
2387,1/17/2024,16:15:00,16:45:00,16:45:00,no delay,2024-01-17 16:15:00 16:45:00 16:45:00 no delay
2388,1/17/2024,16:15:00,17:15:00,16:50:00,Staffing,2024-01-17 16:15:00 17:15:00 16:50:00 Staffing
2389,2/5/2024,16:15:00,17:15:00,17:15:00,no delay,2024-02-05 16:15:00 17:15:00 17:15:00 no delay
2390,1/17/2024,16:15:00,18:05:00,18:05:00,no delay,2024-01-17 16:15:00 18:05:00 18:05:00 no delay
2391,1/16/2024,19:30:00,21:20:00,21:20:00,no delay,2024-01-16 19:30:00 21:20:00 21:20:00 no delay
2392,1/17/2024,16:30:00,18:00:00,18:00:00,no delay,2024-01-17 16:30:00 18:00:00 18:00:00 no delay
2393,1/17/2024,17:00:00,18:00:00,18:00:00,no delay,2024-01-17 17:00:00 18:00:00 18:00:00 no delay
2394,1/17/2024,17:15:00,17:45:00,17:45:00,no delay,2024-01-17 17:15:00 17:45:00 17:45:00 no delay
2395,1/17/2024,17:15:00,18:35:00,18:35:00,no delay,2024-01-17 17:15:00 18:35:00 18:35:00 no delay
2396,1/17/2024,17:30:00,18:00:00,18:00:00,no delay,2024-01-17 17:30:00 18:00:00 18:00:00 no delay
2397,1/17/2024,17:45:00,19:05:00,19:05:00,no delay,2024-01-17 17:45:00 19:05:00 19:05:00 no delay
2398,1/17/2024,17:45:00,18:15:00,19:25:00,Weather,2024-01-17 17:45:00 18:15:00 19:25:00 Weather
2399,1/17/2024,18:45:00,19:15:00,19:15:00,no delay,2024-01-17 18:45:00 19:15:00 19:15:00 no delay
2400,1/17/2024,18:00:00,19:50:00,19:50:00,no delay,2024-01-17 18:00:00 19:50:00 19:50:00 no delay
2401,1/17/2024,18:15:00,20:45:00,20:45:00,no delay,2024-01-17 18:15:00 20:45:00 20:45:00 no delay
2402,1/17/2024,18:30:00,19:50:00,19:50:00,no delay,2024-01-17 18:30:00 19:50:00 19:50:00 no delay
2403,1/17/2024,18:30:00,20:15:00,20:15:00,no delay,2024-01-17 18:30:00 20:15:00 20:15:00 no delay
2404,1/16/2024,21:30:00,22:30:00,22:30:00,no delay,2024-01-16 21:30:00 22:30:00 22:30:00 no delay
2405,1/16/2024,21:30:00,22:00:00,22:00:00,no delay,2024-01-16 21:30:00 22:00:00 22:00:00 no delay
2406,1/17/2024,18:45:00,20:05:00,20:05:00,no delay,2024-01-17 18:45:00 20:05:00 20:05:00 no delay
2407,1/17/2024,18:45:00,20:35:00,20:35:00,no delay,2024-01-17 18:45:00 20:35:00 20:35:00 no delay
2408,1/17/2024,18:45:00,19:55:00,19:55:00,no delay,2024-01-17 18:45:00 19:55:00 19:55:00 no delay
2409,1/17/2024,17:45:00,18:15:00,18:15:00,no delay,2024-01-17 17:45:00 18:15:00 18:15:00 no delay
2410,2/3/2024,17:45:00,18:15:00,16:50:00,Signal Failure,2024-02-03 17:45:00 18:15:00 16:50:00 Signal Failure
2411,1/17/2024,18:45:00,19:20:00,19:20:00,no delay,2024-01-17 18:45:00 19:20:00 19:20:00 no delay
2412,1/17/2024,18:45:00,19:05:00,19:05:00,no delay,2024-01-17 18:45:00 19:05:00 19:05:00 no delay
2413,1/17/2024,18:45:00,19:45:00,19:45:00,no delay,2024-01-17 18:45:00 19:45:00 19:45:00 no delay
2414,1/16/2024,22:00:00,22:30:00,22:30:00,no delay,2024-01-16 22:00:00 22:30:00 22:30:00 no delay
2415,1/17/2024,19:30:00,21:20:00,21:20:00,no delay,2024-01-17 19:30:00 21:20:00 21:20:00 no delay
2416,1/17/2024,19:30:00,20:00:00,20:00:00,no delay,2024-01-17 19:30:00 20:00:00 20:00:00 no delay
2417,1/17/2024,19:45:00,20:15:00,20:15:00,no delay,2024-01-17 19:45:00 20:15:00 20:15:00 no delay
2418,1/17/2024,20:15:00,21:35:00,21:35:00,no delay,2024-01-17 20:15:00 21:35:00 21:35:00 no delay
2419,1/17/2024,20:30:00,21:50:00,21:50:00,no delay,2024-01-17 20:30:00 21:50:00 21:50:00 no delay
2420,1/17/2024,0:00:00,0:30:00,0:30:00,no delay,2024-01-17 00:00:00 00:30:00 00:30:00 no delay
2421,1/17/2024,21:30:00,22:00:00,16:50:00,Weather,2024-01-17 21:30:00 22:00:00 16:50:00 Weather
2422,1/17/2024,0:30:00,1:00:00,1:00:00,no delay,2024-01-17 00:30:00 01:00:00 01:00:00 no delay
2423,1/17/2024,0:30:00,2:20:00,2:20:00,no delay,2024-01-17 00:30:00 02:20:00 02:20:00 no delay
2424,1/17/2024,22:00:00,23:20:00,23:20:00,no delay,2024-01-17 22:00:00 23:20:00 23:20:00 no delay
2425,1/18/2024,22:30:00,0:20:00,0:20:00,no delay,2024-01-18 22:30:00 00:20:00 00:20:00 no delay
2426,1/18/2024,22:30:00,1:00:00,1:00:00,no delay,2024-01-18 22:30:00 01:00:00 01:00:00 no delay
2427,1/17/2024,2:00:00,2:30:00,2:30:00,no delay,2024-01-17 02:00:00 02:30:00 02:30:00 no delay
2428,1/17/2024,2:00:00,4:15:00,16:50:00,Signal failure,2024-01-17 02:00:00 04:15:00 16:50:00 Signal failure
2429,1/18/2024,23:30:00,0:00:00,0:00:00,no delay,2024-01-18 23:30:00 00:00:00 00:00:00 no delay
2430,1/17/2024,2:45:00,3:15:00,3:15:00,no delay,2024-01-17 02:45:00 03:15:00 03:15:00 no delay
2431,1/18/2024,23:45:00,0:15:00,0:15:00,no delay,2024-01-18 23:45:00 00:15:00 00:15:00 no delay
2432,1/18/2024,0:00:00,0:30:00,0:30:00,no delay,2024-01-18 00:00:00 00:30:00 00:30:00 no delay
2433,1/17/2024,3:00:00,3:30:00,3:30:00,no delay,2024-01-17 03:00:00 03:30:00 03:30:00 no delay
2434,1/17/2024,3:15:00,4:15:00,4:15:00,no delay,2024-01-17 03:15:00 04:15:00 04:15:00 no delay
2435,1/17/2024,3:30:00,5:00:00,5:00:00,no delay,2024-01-17 03:30:00 05:00:00 05:00:00 no delay
2436,1/17/2024,3:45:00,4:30:00,4:30:00,no delay,2024-01-17 03:45:00 04:30:00 04:30:00 no delay
2437,1/17/2024,4:00:00,4:30:00,4:30:00,no delay,2024-01-17 04:00:00 04:30:00 04:30:00 no delay
2438,1/17/2024,4:15:00,4:45:00,4:45:00,no delay,2024-01-17 04:15:00 04:45:00 04:45:00 no delay
2439,1/17/2024,4:15:00,5:35:00,5:35:00,no delay,2024-01-17 04:15:00 05:35:00 05:35:00 no delay
2440,1/17/2024,4:30:00,5:50:00,5:50:00,no delay,2024-01-17 04:30:00 05:50:00 05:50:00 no delay
2441,1/17/2024,4:30:00,5:00:00,5:00:00,no delay,2024-01-17 04:30:00 05:00:00 05:00:00 no delay
2442,1/18/2024,1:45:00,3:35:00,3:35:00,no delay,2024-01-18 01:45:00 03:35:00 03:35:00 no delay
2443,1/17/2024,5:00:00,7:15:00,7:15:00,no delay,2024-01-17 05:00:00 07:15:00 07:15:00 no delay
2444,1/18/2024,2:00:00,2:30:00,2:30:00,no delay,2024-01-18 02:00:00 02:30:00 02:30:00 no delay
2445,2/3/2024,2:00:00,3:00:00,3:00:00,no delay,2024-02-03 02:00:00 03:00:00 03:00:00 no delay
2446,1/18/2024,2:00:00,3:20:00,3:20:00,no delay,2024-01-18 02:00:00 03:20:00 03:20:00 no delay
2447,2/4/2024,2:00:00,3:20:00,3:20:00,no delay,2024-02-04 02:00:00 03:20:00 03:20:00 no delay
2448,1/18/2024,2:15:00,3:35:00,3:35:00,no delay,2024-01-18 02:15:00 03:35:00 03:35:00 no delay
2449,1/17/2024,5:15:00,7:05:00,7:05:00,no delay,2024-01-17 05:15:00 07:05:00 07:05:00 no delay
2450,1/17/2024,5:30:00,6:50:00,6:50:00,no delay,2024-01-17 05:30:00 06:50:00 06:50:00 no delay
2451,1/18/2024,2:30:00,3:50:00,3:50:00,no delay,2024-01-18 02:30:00 03:50:00 03:50:00 no delay
2452,1/18/2024,2:45:00,4:35:00,4:35:00,no delay,2024-01-18 02:45:00 04:35:00 04:35:00 no delay
2453,1/17/2024,6:00:00,6:30:00,16:50:00,Signal Failure,2024-01-17 06:00:00 06:30:00 16:50:00 Signal Failure
2454,1/17/2024,6:30:00,7:00:00,7:00:00,no delay,2024-01-17 06:30:00 07:00:00 07:00:00 no delay
2455,1/18/2024,3:30:00,4:00:00,4:00:00,no delay,2024-01-18 03:30:00 04:00:00 04:00:00 no delay
2456,1/18/2024,3:30:00,5:20:00,5:55:00,Weather Conditions,2024-01-18 03:30:00 05:20:00 05:55:00 Weather Conditions
2457,1/17/2024,6:30:00,8:20:00,8:20:00,no delay,2024-01-17 06:30:00 08:20:00 08:20:00 no delay
2458,1/17/2024,6:45:00,7:15:00,7:15:00,no delay,2024-01-17 06:45:00 07:15:00 07:15:00 no delay
2459,1/18/2024,4:00:00,5:50:00,5:50:00,no delay,2024-01-18 04:00:00 05:50:00 05:50:00 no delay
2460,1/17/2024,7:00:00,8:20:00,8:20:00,no delay,2024-01-17 07:00:00 08:20:00 08:20:00 no delay
2461,1/17/2024,7:00:00,8:00:00,8:00:00,no delay,2024-01-17 07:00:00 08:00:00 08:00:00 no delay
2462,1/18/2024,4:15:00,4:45:00,16:50:00,Weather,2024-01-18 04:15:00 04:45:00 16:50:00 Weather
2463,1/17/2024,7:30:00,9:00:00,9:00:00,no delay,2024-01-17 07:30:00 09:00:00 09:00:00 no delay
