Time ID,Purchase_Date,Time of Purchase,Date,Day,Month,Year,Time of Day,key
8566,2/1/2024,9:34:56,2/1/2024,1,2,2024,9:34:56,2/1/2024 9:34
8567,2/1/2024,9:35:22,2/1/2024,1,2,2024,9:35:22,2/1/2024 9:35
8568,2/1/2024,9:40:58,2/1/2024,1,2,2024,9:40:58,2/1/2024 9:40
8569,2/1/2024,9:43:26,2/1/2024,1,2,2024,9:43:26,2/1/2024 9:43
8570,2/1/2024,9:44:32,2/1/2024,1,2,2024,9:44:32,2/1/2024 9:44
8571,2/1/2024,9:59:21,2/1/2024,1,2,2024,9:59:21,2/1/2024 9:59
8572,2/1/2024,10:05:48,2/1/2024,1,2,2024,10:05:48,2/1/2024 10:05
8573,2/1/2024,10:23:57,2/1/2024,1,2,2024,10:23:57,2/1/2024 10:23
8574,2/1/2024,10:24:15,2/1/2024,1,2,2024,10:24:15,2/1/2024 10:24
8575,2/1/2024,10:28:40,2/1/2024,1,2,2024,10:28:40,2/1/2024 10:28
8576,2/1/2024,10:31:50,2/1/2024,1,2,2024,10:31:50,2/1/2024 10:31
8577,2/1/2024,10:35:30,2/1/2024,1,2,2024,10:35:30,2/1/2024 10:35
8578,2/1/2024,10:35:53,2/1/2024,1,2,2024,10:35:53,2/1/2024 10:35
8579,2/1/2024,10:43:18,2/1/2024,1,2,2024,10:43:18,2/1/2024 10:43
8580,2/1/2024,11:13:49,2/1/2024,1,2,2024,11:13:49,2/1/2024 11:13
8581,2/1/2024,11:26:30,2/1/2024,1,2,2024,11:26:30,2/1/2024 11:26
8582,2/1/2024,11:37:14,2/1/2024,1,2,2024,11:37:14,2/1/2024 11:37
8583,2/1/2024,11:39:42,2/1/2024,1,2,2024,11:39:42,2/1/2024 11:39
8584,2/1/2024,11:42:56,2/1/2024,1,2,2024,11:42:56,2/1/2024 11:42
8585,2/1/2024,11:44:55,2/1/2024,1,2,2024,11:44:55,2/1/2024 11:44
8586,2/1/2024,11:45:22,2/1/2024,1,2,2024,11:45:22,2/1/2024 11:45
8587,2/1/2024,11:45:51,2/1/2024,1,2,2024,11:45:51,2/1/2024 11:45
8588,2/1/2024,11:52:20,2/1/2024,1,2,2024,11:52:20,2/1/2024 11:52
8589,2/1/2024,11:54:54,2/1/2024,1,2,2024,11:54:54,2/1/2024 11:54
8590,2/1/2024,11:59:17,2/1/2024,1,2,2024,11:59:17,2/1/2024 11:59
8591,2/1/2024,11:59:46,2/1/2024,1,2,2024,11:59:46,2/1/2024 11:59
8592,2/1/2024,12:08:28,2/1/2024,1,2,2024,12:08:28,2/1/2024 12:08
8593,2/1/2024,12:09:18,2/1/2024,1,2,2024,12:09:18,2/1/2024 12:09
8594,2/1/2024,12:33:07,2/1/2024,1,2,2024,12:33:07,2/1/2024 12:33
8595,2/1/2024,12:33:19,2/1/2024,1,2,2024,12:33:19,2/1/2024 12:33
8596,2/1/2024,12:36:39,2/1/2024,1,2,2024,12:36:39,2/1/2024 12:36
8597,2/1/2024,12:36:43,2/1/2024,1,2,2024,12:36:43,2/1/2024 12:36
8598,2/1/2024,12:43:05,2/1/2024,1,2,2024,12:43:05,2/1/2024 12:43
8599,2/1/2024,12:43:08,2/1/2024,1,2,2024,12:43:08,2/1/2024 12:43
8600,2/1/2024,12:43:26,2/1/2024,1,2,2024,12:43:26,2/1/2024 12:43
8601,2/1/2024,13:07:18,2/1/2024,1,2,2024,13:07:18,2/1/2024 13:07
8602,2/1/2024,13:10:50,2/1/2024,1,2,2024,13:10:50,2/1/2024 13:10
8603,2/1/2024,13:16:11,2/1/2024,1,2,2024,13:16:11,2/1/2024 13:16
8604,2/1/2024,13:22:14,2/1/2024,1,2,2024,13:22:14,2/1/2024 13:22
8605,2/1/2024,13:24:19,2/1/2024,1,2,2024,13:24:19,2/1/2024 13:24
8606,2/1/2024,13:24:25,2/1/2024,1,2,2024,13:24:25,2/1/2024 13:24
8607,2/1/2024,13:24:32,2/1/2024,1,2,2024,13:24:32,2/1/2024 13:24
8608,2/1/2024,13:25:50,2/1/2024,1,2,2024,13:25:50,2/1/2024 13:25
8609,2/1/2024,13:27:54,2/1/2024,1,2,2024,13:27:54,2/1/2024 13:27
8610,2/1/2024,13:29:14,2/1/2024,1,2,2024,13:29:14,2/1/2024 13:29
8611,2/1/2024,13:29:51,2/1/2024,1,2,2024,13:29:51,2/1/2024 13:29
8612,2/1/2024,13:34:05,2/1/2024,1,2,2024,13:34:05,2/1/2024 13:34
8613,2/1/2024,13:40:15,2/1/2024,1,2,2024,13:40:15,2/1/2024 13:40
8614,2/1/2024,14:01:02,2/1/2024,1,2,2024,14:01:02,2/1/2024 14:01
8615,2/1/2024,14:01:12,2/1/2024,1,2,2024,14:01:12,2/1/2024 14:01
8616,2/1/2024,14:14:46,2/1/2024,1,2,2024,14:14:46,2/1/2024 14:14
8617,2/1/2024,14:18:34,2/1/2024,1,2,2024,14:18:34,2/1/2024 14:18
8618,2/1/2024,14:29:14,2/1/2024,1,2,2024,14:29:14,2/1/2024 14:29
8619,2/1/2024,14:34:38,2/1/2024,1,2,2024,14:34:38,2/1/2024 14:34
8620,2/1/2024,14:35:56,2/1/2024,1,2,2024,14:35:56,2/1/2024 14:35
8621,2/1/2024,14:37:52,2/1/2024,1,2,2024,14:37:52,2/1/2024 14:37
8622,2/1/2024,14:41:18,2/1/2024,1,2,2024,14:41:18,2/1/2024 14:41
8623,2/1/2024,14:44:28,2/1/2024,1,2,2024,14:44:28,2/1/2024 14:44
8624,2/1/2024,14:45:55,2/1/2024,1,2,2024,14:45:55,2/1/2024 14:45
8625,2/1/2024,15:00:02,2/1/2024,1,2,2024,15:00:02,2/1/2024 15:00
8626,2/1/2024,15:08:03,2/1/2024,1,2,2024,15:08:03,2/1/2024 15:08
8627,2/1/2024,15:10:07,2/1/2024,1,2,2024,15:10:07,2/1/2024 15:10
8628,2/1/2024,15:13:33,2/1/2024,1,2,2024,15:13:33,2/1/2024 15:13
8629,2/1/2024,15:14:31,2/1/2024,1,2,2024,15:14:31,2/1/2024 15:14
8630,2/1/2024,15:19:12,2/1/2024,1,2,2024,15:19:12,2/1/2024 15:19
8631,2/1/2024,15:21:00,2/1/2024,1,2,2024,15:21:00,2/1/2024 15:21
8632,2/1/2024,15:29:43,2/1/2024,1,2,2024,15:29:43,2/1/2024 15:29
8633,2/1/2024,15:30:48,2/1/2024,1,2,2024,15:30:48,2/1/2024 15:30
8634,2/1/2024,15:32:46,2/1/2024,1,2,2024,15:32:46,2/1/2024 15:32
8635,2/1/2024,15:58:11,2/1/2024,1,2,2024,15:58:11,2/1/2024 15:58
8636,2/1/2024,16:02:36,2/1/2024,1,2,2024,16:02:36,2/1/2024 16:02
8637,2/1/2024,16:07:09,2/1/2024,1,2,2024,16:07:09,2/1/2024 16:07
8638,2/1/2024,16:07:14,2/1/2024,1,2,2024,16:07:14,2/1/2024 16:07
8639,2/1/2024,16:09:51,2/1/2024,1,2,2024,16:09:51,2/1/2024 16:09
8640,2/1/2024,16:10:57,2/1/2024,1,2,2024,16:10:57,2/1/2024 16:10
8641,2/1/2024,16:11:13,2/1/2024,1,2,2024,16:11:13,2/1/2024 16:11
8642,2/1/2024,16:14:57,2/1/2024,1,2,2024,16:14:57,2/1/2024 16:14
8643,2/1/2024,16:20:52,2/1/2024,1,2,2024,16:20:52,2/1/2024 16:20
8644,2/1/2024,16:24:15,2/1/2024,1,2,2024,16:24:15,2/1/2024 16:24
8645,2/1/2024,16:32:12,2/1/2024,1,2,2024,16:32:12,2/1/2024 16:32
8646,2/1/2024,16:32:56,2/1/2024,1,2,2024,16:32:56,2/1/2024 16:32
8647,2/1/2024,16:35:10,2/1/2024,1,2,2024,16:35:10,2/1/2024 16:35
8648,2/1/2024,16:37:20,2/1/2024,1,2,2024,16:37:20,2/1/2024 16:37
8649,2/1/2024,17:05:25,2/1/2024,1,2,2024,17:05:25,2/1/2024 17:05
8650,2/1/2024,17:09:06,2/1/2024,1,2,2024,17:09:06,2/1/2024 17:09
8651,2/1/2024,17:09:57,2/1/2024,1,2,2024,17:09:57,2/1/2024 17:09
8652,2/1/2024,17:12:19,2/1/2024,1,2,2024,17:12:19,2/1/2024 17:12
8653,2/1/2024,17:13:39,2/1/2024,1,2,2024,17:13:39,2/1/2024 17:13
8654,2/1/2024,17:15:00,2/1/2024,1,2,2024,17:15:00,2/1/2024 17:15
8655,2/1/2024,17:16:43,2/1/2024,1,2,2024,17:16:43,2/1/2024 17:16
8656,2/1/2024,17:17:32,2/1/2024,1,2,2024,17:17:32,2/1/2024 17:17
8657,2/1/2024,17:19:08,2/1/2024,1,2,2024,17:19:08,2/1/2024 17:19
8658,2/1/2024,17:20:10,2/1/2024,1,2,2024,17:20:10,2/1/2024 17:20
8659,2/1/2024,17:21:25,2/1/2024,1,2,2024,17:21:25,2/1/2024 17:21
8660,2/1/2024,17:22:17,2/1/2024,1,2,2024,17:22:17,2/1/2024 17:22
8661,2/1/2024,17:22:19,2/1/2024,1,2,2024,17:22:19,2/1/2024 17:22
8662,2/1/2024,17:25:17,2/1/2024,1,2,2024,17:25:17,2/1/2024 17:25
8663,2/1/2024,17:25:47,2/1/2024,1,2,2024,17:25:47,2/1/2024 17:25
8664,2/1/2024,17:26:54,2/1/2024,1,2,2024,17:26:54,2/1/2024 17:26
8665,2/1/2024,17:27:40,2/1/2024,1,2,2024,17:27:40,2/1/2024 17:27
8666,2/1/2024,17:29:34,2/1/2024,1,2,2024,17:29:34,2/1/2024 17:29
8667,2/1/2024,17:32:57,2/1/2024,1,2,2024,17:32:57,2/1/2024 17:32
8668,2/1/2024,17:34:35,2/1/2024,1,2,2024,17:34:35,2/1/2024 17:34
8669,2/1/2024,17:39:28,2/1/2024,1,2,2024,17:39:28,2/1/2024 17:39
8670,2/1/2024,17:46:43,2/1/2024,1,2,2024,17:46:43,2/1/2024 17:46
8671,2/1/2024,17:46:50,2/1/2024,1,2,2024,17:46:50,2/1/2024 17:46
8672,2/1/2024,17:53:08,2/1/2024,1,2,2024,17:53:08,2/1/2024 17:53
8673,2/1/2024,17:58:33,2/1/2024,1,2,2024,17:58:33,2/1/2024 17:58
8674,2/1/2024,18:13:41,2/1/2024,1,2,2024,18:13:41,2/1/2024 18:13
8675,2/1/2024,18:31:18,2/1/2024,1,2,2024,18:31:18,2/1/2024 18:31
8676,2/1/2024,18:44:20,2/1/2024,1,2,2024,18:44:20,2/1/2024 18:44
8677,2/1/2024,18:52:12,2/1/2024,1,2,2024,18:52:12,2/1/2024 18:52
8678,2/1/2024,18:59:15,2/1/2024,1,2,2024,18:59:15,2/1/2024 18:59
8679,2/1/2024,18:59:51,2/1/2024,1,2,2024,18:59:51,2/1/2024 18:59
8680,2/1/2024,19:26:57,2/1/2024,1,2,2024,19:26:57,2/1/2024 19:26
8681,2/1/2024,19:30:09,2/1/2024,1,2,2024,19:30:09,2/1/2024 19:30
8682,2/1/2024,19:32:03,2/1/2024,1,2,2024,19:32:03,2/1/2024 19:32
8683,2/1/2024,19:32:22,2/1/2024,1,2,2024,19:32:22,2/1/2024 19:32
8684,2/1/2024,19:33:09,2/1/2024,1,2,2024,19:33:09,2/1/2024 19:33
8685,2/1/2024,19:33:28,2/1/2024,1,2,2024,19:33:28,2/1/2024 19:33
8686,2/1/2024,19:35:33,2/1/2024,1,2,2024,19:35:33,2/1/2024 19:35
8687,2/1/2024,19:40:16,2/1/2024,1,2,2024,19:40:16,2/1/2024 19:40
8688,2/1/2024,19:41:18,2/1/2024,1,2,2024,19:41:18,2/1/2024 19:41
8689,2/1/2024,19:53:49,2/1/2024,1,2,2024,19:53:49,2/1/2024 19:53
8690,2/1/2024,20:07:05,2/1/2024,1,2,2024,20:07:05,2/1/2024 20:07
8691,2/1/2024,20:07:36,2/1/2024,1,2,2024,20:07:36,2/1/2024 20:07
8692,2/1/2024,20:16:36,2/1/2024,1,2,2024,20:16:36,2/1/2024 20:16
8693,2/1/2024,20:20:29,2/1/2024,1,2,2024,20:20:29,2/1/2024 20:20
8694,2/1/2024,20:21:07,2/1/2024,1,2,2024,20:21:07,2/1/2024 20:21
8695,2/1/2024,20:23:13,2/1/2024,1,2,2024,20:23:13,2/1/2024 20:23
8696,2/1/2024,20:23:55,2/1/2024,1,2,2024,20:23:55,2/1/2024 20:23
8697,2/1/2024,20:24:54,2/1/2024,1,2,2024,20:24:54,2/1/2024 20:24
8698,2/1/2024,20:25:23,2/1/2024,1,2,2024,20:25:23,2/1/2024 20:25
8699,2/1/2024,20:26:00,2/1/2024,1,2,2024,20:26:00,2/1/2024 20:26
8700,2/1/2024,20:26:46,2/1/2024,1,2,2024,20:26:46,2/1/2024 20:26
8701,2/1/2024,20:26:52,2/1/2024,1,2,2024,20:26:52,2/1/2024 20:26
8702,2/1/2024,20:31:30,2/1/2024,1,2,2024,20:31:30,2/1/2024 20:31
8703,2/1/2024,20:34:36,2/1/2024,1,2,2024,20:34:36,2/1/2024 20:34
8704,2/1/2024,20:46:41,2/1/2024,1,2,2024,20:46:41,2/1/2024 20:46
8705,2/1/2024,20:57:32,2/1/2024,1,2,2024,20:57:32,2/1/2024 20:57
8706,2/1/2024,21:15:54,2/1/2024,1,2,2024,21:15:54,2/1/2024 21:15
8707,2/1/2024,21:26:56,2/1/2024,1,2,2024,21:26:56,2/1/2024 21:26
8708,2/1/2024,21:40:57,2/1/2024,1,2,2024,21:40:57,2/1/2024 21:40
8709,2/1/2024,21:50:04,2/1/2024,1,2,2024,21:50:04,2/1/2024 21:50
8710,2/1/2024,21:53:02,2/1/2024,1,2,2024,21:53:02,2/1/2024 21:53
8711,2/1/2024,22:07:35,2/1/2024,1,2,2024,22:07:35,2/1/2024 22:07
8712,2/1/2024,22:32:26,2/1/2024,1,2,2024,22:32:26,2/1/2024 22:32
8713,2/1/2024,22:47:49,2/1/2024,1,2,2024,22:47:49,2/1/2024 22:47
8714,2/1/2024,23:14:31,2/1/2024,1,2,2024,23:14:31,2/1/2024 23:14
8715,2/1/2024,23:32:21,2/1/2024,1,2,2024,23:32:21,2/1/2024 23:32
8716,2/1/2024,23:36:51,2/1/2024,1,2,2024,23:36:51,2/1/2024 23:36
8717,2/1/2024,23:55:25,2/1/2024,1,2,2024,23:55:25,2/1/2024 23:55
8718,2/1/2024,23:56:59,2/1/2024,1,2,2024,23:56:59,2/1/2024 23:56
8719,2/1/2024,23:57:55,2/1/2024,1,2,2024,23:57:55,2/1/2024 23:57
8720,2/2/2024,0:03:26,2/2/2024,2,2,2024,0:03:26,2/2/2024 0:03
8721,2/2/2024,0:03:54,2/2/2024,2,2,2024,0:03:54,2/2/2024 0:03
8722,2/2/2024,0:06:54,2/2/2024,2,2,2024,0:06:54,2/2/2024 0:06
8723,2/2/2024,0:14:28,2/2/2024,2,2,2024,0:14:28,2/2/2024 0:14
8724,2/2/2024,0:21:21,2/2/2024,2,2,2024,0:21:21,2/2/2024 0:21
8725,2/2/2024,0:22:40,2/2/2024,2,2,2024,0:22:40,2/2/2024 0:22
8726,2/2/2024,0:24:17,2/2/2024,2,2,2024,0:24:17,2/2/2024 0:24
8727,2/2/2024,0:26:47,2/2/2024,2,2,2024,0:26:47,2/2/2024 0:26
8728,2/2/2024,0:33:27,2/2/2024,2,2,2024,0:33:27,2/2/2024 0:33
8729,2/2/2024,0:39:25,2/2/2024,2,2,2024,0:39:25,2/2/2024 0:39
8730,2/2/2024,1:00:06,2/2/2024,2,2,2024,1:00:06,2/2/2024 1:00
8731,2/2/2024,1:06:38,2/2/2024,2,2,2024,1:06:38,2/2/2024 1:06
8732,2/2/2024,1:10:57,2/2/2024,2,2,2024,1:10:57,2/2/2024 1:10
8733,2/2/2024,1:11:49,2/2/2024,2,2,2024,1:11:49,2/2/2024 1:11
8734,2/2/2024,1:16:13,2/2/2024,2,2,2024,1:16:13,2/2/2024 1:16
8735,2/2/2024,1:18:09,2/2/2024,2,2,2024,1:18:09,2/2/2024 1:18
8736,2/2/2024,1:19:39,2/2/2024,2,2,2024,1:19:39,2/2/2024 1:19
8737,2/2/2024,1:20:50,2/2/2024,2,2,2024,1:20:50,2/2/2024 1:20
8738,2/2/2024,1:24:27,2/2/2024,2,2,2024,1:24:27,2/2/2024 1:24
8739,2/2/2024,1:24:36,2/2/2024,2,2,2024,1:24:36,2/2/2024 1:24
8740,2/2/2024,1:27:37,2/2/2024,2,2,2024,1:27:37,2/2/2024 1:27
8741,2/2/2024,1:28:04,2/2/2024,2,2,2024,1:28:04,2/2/2024 1:28
8742,2/2/2024,1:34:00,2/2/2024,2,2,2024,1:34:00,2/2/2024 1:34
8743,2/2/2024,1:34:33,2/2/2024,2,2,2024,1:34:33,2/2/2024 1:34
8744,2/2/2024,1:36:26,2/2/2024,2,2,2024,1:36:26,2/2/2024 1:36
8745,2/2/2024,1:36:44,2/2/2024,2,2,2024,1:36:44,2/2/2024 1:36
8746,2/2/2024,1:38:51,2/2/2024,2,2,2024,1:38:51,2/2/2024 1:38
8747,2/2/2024,1:40:17,2/2/2024,2,2,2024,1:40:17,2/2/2024 1:40
8748,2/2/2024,1:42:54,2/2/2024,2,2,2024,1:42:54,2/2/2024 1:42
8749,2/2/2024,1:43:09,2/2/2024,2,2,2024,1:43:09,2/2/2024 1:43
8750,2/2/2024,1:43:24,2/2/2024,2,2,2024,1:43:24,2/2/2024 1:43
8751,2/2/2024,1:44:11,2/2/2024,2,2,2024,1:44:11,2/2/2024 1:44
8752,2/2/2024,1:55:05,2/2/2024,2,2,2024,1:55:05,2/2/2024 1:55
8753,2/2/2024,1:56:06,2/2/2024,2,2,2024,1:56:06,2/2/2024 1:56
8754,2/2/2024,1:57:21,2/2/2024,2,2,2024,1:57:21,2/2/2024 1:57
8755,2/2/2024,2:02:20,2/2/2024,2,2,2024,2:02:20,2/2/2024 2:02
8756,2/2/2024,2:02:41,2/2/2024,2,2,2024,2:02:41,2/2/2024 2:02
8757,2/2/2024,2:02:42,2/2/2024,2,2,2024,2:02:42,2/2/2024 2:02
8758,2/2/2024,2:02:49,2/2/2024,2,2,2024,2:02:49,2/2/2024 2:02
8759,2/2/2024,2:03:47,2/2/2024,2,2,2024,2:03:47,2/2/2024 2:03
8760,2/2/2024,2:07:19,2/2/2024,2,2,2024,2:07:19,2/2/2024 2:07
8761,2/2/2024,2:07:52,2/2/2024,2,2,2024,2:07:52,2/2/2024 2:07
8762,2/2/2024,2:10:13,2/2/2024,2,2,2024,2:10:13,2/2/2024 2:10
8763,2/2/2024,2:39:00,2/2/2024,2,2,2024,2:39:00,2/2/2024 2:39
8764,2/2/2024,2:54:02,2/2/2024,2,2,2024,2:54:02,2/2/2024 2:54
8765,2/2/2024,3:03:02,2/2/2024,2,2,2024,3:03:02,2/2/2024 3:03
8766,2/2/2024,3:03:24,2/2/2024,2,2,2024,3:03:24,2/2/2024 3:03
8767,2/2/2024,3:05:13,2/2/2024,2,2,2024,3:05:13,2/2/2024 3:05
8768,2/2/2024,3:12:03,2/2/2024,2,2,2024,3:12:03,2/2/2024 3:12
8769,2/2/2024,3:12:10,2/2/2024,2,2,2024,3:12:10,2/2/2024 3:12
8770,2/2/2024,3:14:39,2/2/2024,2,2,2024,3:14:39,2/2/2024 3:14
8771,2/2/2024,3:15:05,2/2/2024,2,2,2024,3:15:05,2/2/2024 3:15
8772,2/2/2024,3:16:14,2/2/2024,2,2,2024,3:16:14,2/2/2024 3:16
8773,2/2/2024,3:22:49,2/2/2024,2,2,2024,3:22:49,2/2/2024 3:22
8774,2/2/2024,3:22:53,2/2/2024,2,2,2024,3:22:53,2/2/2024 3:22
8775,2/2/2024,3:23:23,2/2/2024,2,2,2024,3:23:23,2/2/2024 3:23
8776,2/2/2024,3:25:08,2/2/2024,2,2,2024,3:25:08,2/2/2024 3:25
8777,2/2/2024,3:27:07,2/2/2024,2,2,2024,3:27:07,2/2/2024 3:27
8778,2/2/2024,3:30:53,2/2/2024,2,2,2024,3:30:53,2/2/2024 3:30
8779,2/2/2024,3:34:45,2/2/2024,2,2,2024,3:34:45,2/2/2024 3:34
8780,2/2/2024,3:35:58,2/2/2024,2,2,2024,3:35:58,2/2/2024 3:35
8781,2/2/2024,3:37:42,2/2/2024,2,2,2024,3:37:42,2/2/2024 3:37
8782,2/2/2024,3:39:24,2/2/2024,2,2,2024,3:39:24,2/2/2024 3:39
8783,2/2/2024,3:40:57,2/2/2024,2,2,2024,3:40:57,2/2/2024 3:40
8784,2/2/2024,3:44:23,2/2/2024,2,2,2024,3:44:23,2/2/2024 3:44
8785,2/2/2024,3:47:46,2/2/2024,2,2,2024,3:47:46,2/2/2024 3:47
8786,2/2/2024,3:50:32,2/2/2024,2,2,2024,3:50:32,2/2/2024 3:50
8787,2/2/2024,3:57:17,2/2/2024,2,2,2024,3:57:17,2/2/2024 3:57
8788,2/2/2024,3:58:47,2/2/2024,2,2,2024,3:58:47,2/2/2024 3:58
8789,2/2/2024,4:15:14,2/2/2024,2,2,2024,4:15:14,2/2/2024 4:15
8790,2/2/2024,4:18:30,2/2/2024,2,2,2024,4:18:30,2/2/2024 4:18
8791,2/2/2024,4:21:12,2/2/2024,2,2,2024,4:21:12,2/2/2024 4:21
8792,2/2/2024,4:26:32,2/2/2024,2,2,2024,4:26:32,2/2/2024 4:26
8793,2/2/2024,4:39:28,2/2/2024,2,2,2024,4:39:28,2/2/2024 4:39
8794,2/2/2024,4:40:33,2/2/2024,2,2,2024,4:40:33,2/2/2024 4:40
8795,2/2/2024,4:45:41,2/2/2024,2,2,2024,4:45:41,2/2/2024 4:45
8796,2/2/2024,4:52:22,2/2/2024,2,2,2024,4:52:22,2/2/2024 4:52
8797,2/2/2024,4:52:46,2/2/2024,2,2,2024,4:52:46,2/2/2024 4:52
8798,2/2/2024,4:55:27,2/2/2024,2,2,2024,4:55:27,2/2/2024 4:55
8799,2/2/2024,5:02:37,2/2/2024,2,2,2024,5:02:37,2/2/2024 5:02
8800,2/2/2024,5:05:40,2/2/2024,2,2,2024,5:05:40,2/2/2024 5:05
8801,2/2/2024,5:08:12,2/2/2024,2,2,2024,5:08:12,2/2/2024 5:08
8802,2/2/2024,5:10:39,2/2/2024,2,2,2024,5:10:39,2/2/2024 5:10
8803,2/2/2024,5:10:43,2/2/2024,2,2,2024,5:10:43,2/2/2024 5:10
8804,2/2/2024,5:12:38,2/2/2024,2,2,2024,5:12:38,2/2/2024 5:12
8805,2/2/2024,5:13:46,2/2/2024,2,2,2024,5:13:46,2/2/2024 5:13
8806,2/2/2024,5:20:45,2/2/2024,2,2,2024,5:20:45,2/2/2024 5:20
8807,2/2/2024,5:22:16,2/2/2024,2,2,2024,5:22:16,2/2/2024 5:22
8808,2/2/2024,5:24:10,2/2/2024,2,2,2024,5:24:10,2/2/2024 5:24
8809,2/2/2024,5:25:14,2/2/2024,2,2,2024,5:25:14,2/2/2024 5:25
8810,2/2/2024,5:26:18,2/2/2024,2,2,2024,5:26:18,2/2/2024 5:26
8811,2/2/2024,5:36:28,2/2/2024,2,2,2024,5:36:28,2/2/2024 5:36
8812,2/2/2024,5:37:47,2/2/2024,2,2,2024,5:37:47,2/2/2024 5:37
8813,2/2/2024,5:42:35,2/2/2024,2,2,2024,5:42:35,2/2/2024 5:42
8814,2/2/2024,5:47:31,2/2/2024,2,2,2024,5:47:31,2/2/2024 5:47
8815,2/2/2024,5:47:35,2/2/2024,2,2,2024,5:47:35,2/2/2024 5:47
8816,2/2/2024,5:49:13,2/2/2024,2,2,2024,5:49:13,2/2/2024 5:49
8817,2/2/2024,5:52:51,2/2/2024,2,2,2024,5:52:51,2/2/2024 5:52
8818,2/2/2024,5:56:47,2/2/2024,2,2,2024,5:56:47,2/2/2024 5:56
8819,2/2/2024,6:00:17,2/2/2024,2,2,2024,6:00:17,2/2/2024 6:00
8820,2/2/2024,6:02:25,2/2/2024,2,2,2024,6:02:25,2/2/2024 6:02
8821,2/2/2024,6:02:38,2/2/2024,2,2,2024,6:02:38,2/2/2024 6:02
8822,2/2/2024,6:04:10,2/2/2024,2,2,2024,6:04:10,2/2/2024 6:04
8823,2/2/2024,6:04:55,2/2/2024,2,2,2024,6:04:55,2/2/2024 6:04
8824,2/2/2024,6:05:56,2/2/2024,2,2,2024,6:05:56,2/2/2024 6:05
8825,2/2/2024,6:06:52,2/2/2024,2,2,2024,6:06:52,2/2/2024 6:06
8826,2/2/2024,6:09:36,2/2/2024,2,2,2024,6:09:36,2/2/2024 6:09
8827,2/2/2024,6:10:17,2/2/2024,2,2,2024,6:10:17,2/2/2024 6:10
8828,2/2/2024,6:10:27,2/2/2024,2,2,2024,6:10:27,2/2/2024 6:10
8829,2/2/2024,6:10:52,2/2/2024,2,2,2024,6:10:52,2/2/2024 6:10
8830,2/2/2024,6:11:05,2/2/2024,2,2,2024,6:11:05,2/2/2024 6:11
8831,2/2/2024,6:11:54,2/2/2024,2,2,2024,6:11:54,2/2/2024 6:11
8832,2/2/2024,6:17:12,2/2/2024,2,2,2024,6:17:12,2/2/2024 6:17
8833,2/2/2024,6:29:36,2/2/2024,2,2,2024,6:29:36,2/2/2024 6:29
8834,2/2/2024,6:30:15,2/2/2024,2,2,2024,6:30:15,2/2/2024 6:30
8835,2/2/2024,6:30:41,2/2/2024,2,2,2024,6:30:41,2/2/2024 6:30
8836,2/2/2024,6:31:18,2/2/2024,2,2,2024,6:31:18,2/2/2024 6:31
8837,2/2/2024,6:35:12,2/2/2024,2,2,2024,6:35:12,2/2/2024 6:35
8838,2/2/2024,6:35:29,2/2/2024,2,2,2024,6:35:29,2/2/2024 6:35
8839,2/2/2024,6:36:36,2/2/2024,2,2,2024,6:36:36,2/2/2024 6:36
8840,2/2/2024,6:41:28,2/2/2024,2,2,2024,6:41:28,2/2/2024 6:41
8841,2/2/2024,6:41:42,2/2/2024,2,2,2024,6:41:42,2/2/2024 6:41
8842,2/2/2024,6:42:12,2/2/2024,2,2,2024,6:42:12,2/2/2024 6:42
8843,2/2/2024,6:42:53,2/2/2024,2,2,2024,6:42:53,2/2/2024 6:42
8844,2/2/2024,6:43:21,2/2/2024,2,2,2024,6:43:21,2/2/2024 6:43
8845,2/2/2024,6:44:14,2/2/2024,2,2,2024,6:44:14,2/2/2024 6:44
8846,2/2/2024,6:45:45,2/2/2024,2,2,2024,6:45:45,2/2/2024 6:45
8847,2/2/2024,6:50:31,2/2/2024,2,2,2024,6:50:31,2/2/2024 6:50
8848,2/2/2024,6:58:43,2/2/2024,2,2,2024,6:58:43,2/2/2024 6:58
8849,2/2/2024,6:59:14,2/2/2024,2,2,2024,6:59:14,2/2/2024 6:59
8850,2/2/2024,6:59:35,2/2/2024,2,2,2024,6:59:35,2/2/2024 6:59
8851,2/2/2024,7:15:36,2/2/2024,2,2,2024,7:15:36,2/2/2024 7:15
8852,2/2/2024,7:16:52,2/2/2024,2,2,2024,7:16:52,2/2/2024 7:16
8853,2/2/2024,7:23:33,2/2/2024,2,2,2024,7:23:33,2/2/2024 7:23
8854,2/2/2024,7:25:04,2/2/2024,2,2,2024,7:25:04,2/2/2024 7:25
8855,2/2/2024,7:28:42,2/2/2024,2,2,2024,7:28:42,2/2/2024 7:28
8856,2/2/2024,7:34:52,2/2/2024,2,2,2024,7:34:52,2/2/2024 7:34
8857,2/2/2024,7:35:38,2/2/2024,2,2,2024,7:35:38,2/2/2024 7:35
8858,2/2/2024,7:40:03,2/2/2024,2,2,2024,7:40:03,2/2/2024 7:40
8859,2/2/2024,7:44:17,2/2/2024,2,2,2024,7:44:17,2/2/2024 7:44
8860,2/2/2024,7:45:15,2/2/2024,2,2,2024,7:45:15,2/2/2024 7:45
8861,2/2/2024,7:45:36,2/2/2024,2,2,2024,7:45:36,2/2/2024 7:45
8862,2/2/2024,7:47:37,2/2/2024,2,2,2024,7:47:37,2/2/2024 7:47
